fips_matching,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster,cluster
18101,3,0,0,3,0,0,0,2,3,0,3,3,1,2,1,3,1,0,3,2,1,3,0,1,3,2,2,2,1,1,3,3,1,1,1,2,2,0,3,0,2,1,3,2,3,3,3,1,3,0,2,0,0,2,0,0,1,3,0,1,1,3,0,2,3,2,0,0,0,1,3,1,1,1,3,1,0,3,2,2,0,0,2,1,2,2,0,1,3,2,2,1,0,1,0,1,0,1,1,3
18103,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
18105,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18107,3,0,0,3,0,3,0,2,2,1,3,3,1,0,1,0,1,2,3,2,1,1,3,3,1,2,0,1,1,1,1,3,1,3,1,1,0,2,0,0,2,1,3,3,2,2,3,2,3,3,1,3,0,1,3,0,0,3,0,3,1,2,0,0,2,1,0,1,3,1,0,3,2,0,3,3,0,2,0,3,0,0,1,0,0,1,0,0,1,2,2,1,1,2,2,2,2,1,1,2
18109,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18111,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18113,1,3,3,1,3,2,2,0,0,1,1,1,2,3,0,1,0,3,1,3,2,0,3,2,0,1,3,0,2,0,1,2,3,2,0,3,1,3,2,1,0,0,1,1,1,1,1,3,0,2,1,1,1,3,1,3,2,0,3,0,0,1,2,1,1,0,1,2,1,0,1,3,3,3,1,3,3,1,3,0,2,1,0,2,3,0,3,3,0,3,0,0,3,0,3,0,1,2,0,1
18115,3,0,0,3,0,0,0,2,3,0,3,3,1,2,1,3,1,0,3,2,1,3,0,1,3,2,2,2,1,1,3,3,1,1,1,2,2,0,3,0,2,1,3,2,3,3,3,1,3,0,2,0,0,2,0,2,1,3,0,1,1,3,0,2,3,2,0,0,0,1,3,1,1,1,3,1,0,3,2,2,0,0,2,1,2,2,0,1,3,2,2,2,0,1,0,1,0,1,1,3
18117,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
18119,1,3,3,1,3,2,2,0,2,1,1,1,2,3,0,1,0,2,1,3,2,1,3,2,1,1,0,0,2,0,1,2,3,3,0,3,1,2,2,1,0,0,1,3,1,1,1,3,0,3,1,3,1,1,3,3,2,0,3,0,0,1,2,1,1,0,1,2,1,0,1,3,2,3,1,3,3,1,3,0,2,1,1,0,3,0,3,0,0,3,0,0,3,0,2,2,1,2,0,2
18121,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,3,2,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,0,1,2,2,2,2,2,0,2
18123,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
18125,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,2,1,1,0,1,2,0,1,2,3,3,0,1,1,2,0,1,0,0,1,3,1,2,1,3,0,3,1,3,1,1,3,3,2,0,3,3,0,1,2,0,1,1,1,2,3,0,0,3,2,3,1,3,3,1,3,3,2,1,1,0,3,0,3,0,1,3,0,0,1,2,2,2,2,2,0,2
18127,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
18129,3,0,0,3,0,0,0,2,3,0,3,3,1,2,1,3,1,0,3,2,1,3,0,1,3,2,2,2,1,1,3,3,1,1,1,2,2,0,3,0,2,1,3,2,3,3,3,1,3,0,2,0,0,2,0,2,1,3,0,1,1,3,0,2,3,2,0,0,0,1,3,1,1,1,3,1,0,3,2,2,0,0,2,1,2,2,0,1,3,2,2,2,0,1,0,1,0,1,1,3
18131,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18133,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
18135,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18137,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18139,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18141,1,3,3,1,3,3,2,0,2,1,1,1,2,3,0,0,0,2,1,3,2,1,3,2,1,1,0,0,2,0,1,2,3,3,0,1,1,2,0,1,0,0,1,3,1,1,1,3,0,3,1,3,1,1,3,3,2,0,3,0,0,1,2,1,1,1,1,2,1,0,0,3,2,3,1,3,3,1,3,0,2,1,1,0,3,0,3,0,0,3,0,0,1,0,2,2,2,2,0,2
18143,3,0,0,3,0,0,0,2,3,0,3,3,1,2,1,3,1,0,3,2,1,3,0,1,3,2,2,2,1,1,3,3,1,1,1,2,2,0,3,0,2,1,3,2,3,3,3,1,3,0,2,0,0,2,0,2,1,3,0,1,1,3,0,2,3,2,0,0,0,1,3,1,1,1,3,1,0,3,2,2,0,0,2,1,2,2,0,1,3,2,2,2,0,1,0,1,0,1,1,3
18145,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
18147,3,0,0,3,0,3,0,2,3,0,3,3,1,0,1,0,1,2,3,2,1,3,0,3,3,2,2,1,1,1,3,3,1,1,1,1,0,2,0,0,2,1,3,3,2,2,3,2,3,3,2,3,0,2,0,0,0,3,0,3,1,2,0,0,2,1,0,1,3,1,0,1,1,0,3,1,0,2,0,3,0,0,1,0,0,1,0,1,1,2,2,1,1,2,2,2,2,1,1,3
18149,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,1,2,0,1,0,0,1,3,1,2,1,3,0,3,1,3,1,1,3,3,2,0,3,3,0,1,2,0,2,1,1,2,3,0,0,3,2,3,1,3,3,1,3,3,2,1,1,0,0,0,3,0,1,3,0,0,1,2,2,2,2,2,0,2
18151,2,3,1,2,1,2,1,0,0,2,1,1,2,3,2,1,0,3,1,1,0,0,1,2,0,1,3,0,2,3,0,1,2,2,0,3,1,3,2,3,3,3,1,1,1,1,1,3,0,2,3,1,1,3,1,3,2,2,2,0,2,1,2,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,1,0,2,3,0,3,3,0,0,0,0,3,0,3,0,1,3,3,1
18153,3,0,0,3,0,3,0,2,3,0,3,3,1,0,1,0,1,2,3,2,1,3,0,3,3,2,2,1,1,1,3,3,1,1,1,1,0,2,0,0,2,1,3,3,2,2,3,2,3,3,2,0,0,2,0,0,0,3,0,3,1,2,0,0,2,1,0,1,3,1,0,1,1,0,3,1,0,2,0,3,0,0,2,1,0,1,0,1,1,2,2,1,1,2,2,1,2,1,1,3
18155,1,3,3,1,1,2,2,0,0,2,1,1,2,3,0,1,0,3,1,1,0,0,1,2,0,1,3,0,2,3,0,2,2,2,0,3,1,3,2,3,0,0,1,1,1,1,1,3,0,2,3,1,1,3,1,3,2,2,2,0,0,1,2,1,1,0,2,2,1,3,1,0,3,3,1,0,1,1,3,0,3,1,0,2,3,0,3,3,0,0,0,0,3,0,3,0,1,2,3,1
18157,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
18159,3,0,0,3,0,0,0,2,3,0,3,3,1,2,1,3,1,0,3,2,1,3,0,1,3,2,2,2,1,1,3,3,1,1,1,2,2,0,3,0,2,1,3,2,3,3,3,1,3,0,2,0,0,2,0,2,1,3,0,1,1,3,0,2,3,2,0,0,0,1,3,1,1,1,3,1,0,3,2,2,0,0,2,1,2,2,0,1,3,2,2,2,0,1,0,1,0,1,1,3
18161,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,3,2,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,0,1,2,2,2,2,2,0,2
18163,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
18165,3,0,0,3,0,0,0,2,3,0,3,3,1,2,1,3,1,0,3,2,1,3,0,1,3,2,2,2,1,1,3,3,1,1,1,2,2,0,3,0,2,1,3,2,3,3,3,1,3,0,2,0,0,2,0,2,1,3,0,1,1,3,0,2,3,2,0,0,0,1,3,1,1,1,3,1,0,3,2,2,0,0,2,1,2,2,0,1,3,2,2,2,0,1,0,1,0,1,1,3
18167,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
18169,3,0,0,3,0,3,0,2,3,0,3,3,1,0,1,0,1,2,3,2,1,3,0,3,3,2,2,1,1,1,3,3,1,1,1,1,0,2,0,0,2,1,3,3,2,2,3,2,3,3,2,0,0,2,0,0,0,3,0,3,1,2,0,0,2,1,0,1,3,1,0,1,1,0,3,1,0,2,0,3,0,0,2,1,0,1,0,1,1,2,2,1,1,2,2,1,2,1,1,3
18171,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18173,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
18175,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18177,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18179,3,0,0,3,0,0,0,2,3,0,3,3,1,2,1,3,1,0,3,2,1,3,0,1,3,2,2,2,1,1,3,3,1,1,1,2,2,0,3,0,2,1,3,2,3,3,3,1,3,0,2,0,0,2,0,0,1,3,0,1,1,3,0,2,3,2,0,0,0,1,3,1,1,1,3,1,0,3,2,2,0,0,2,1,2,2,0,1,3,2,2,1,0,1,0,1,0,1,1,3
18181,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
18183,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19001,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19003,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
19005,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
19007,1,3,3,1,3,2,2,0,2,1,1,1,2,3,0,1,0,2,1,3,2,1,3,2,1,1,0,0,2,0,1,2,3,3,0,3,1,2,2,1,0,0,1,3,1,1,1,3,0,3,1,3,1,1,3,3,2,0,3,0,0,1,2,1,1,0,1,2,1,0,1,3,2,3,1,3,3,1,3,0,2,1,1,0,3,0,3,0,0,3,0,0,3,0,2,2,2,2,0,2
19009,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
19011,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
19013,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19015,3,0,0,3,0,0,0,2,3,0,3,3,1,2,1,3,1,0,3,2,1,3,0,1,3,2,2,2,1,1,3,3,1,1,1,2,2,0,3,0,2,1,3,2,3,3,3,1,3,0,2,0,0,2,0,0,1,3,0,1,1,3,0,2,3,2,0,0,0,1,3,1,1,1,3,1,0,3,2,2,0,0,2,1,2,2,0,1,3,2,2,2,0,1,0,1,0,1,1,3
19017,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19019,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19021,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19023,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19025,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,3,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,0,1,2,2,2,2,2,0,2
19027,1,3,3,1,3,2,2,0,0,2,1,1,2,3,0,1,0,3,1,3,2,0,3,2,0,1,3,0,2,0,1,2,3,2,0,3,1,3,2,1,0,0,1,1,1,1,1,3,0,2,3,1,1,3,1,3,2,0,3,0,0,1,2,1,1,0,1,2,1,0,1,0,3,3,1,3,3,1,3,0,2,1,0,2,3,0,3,3,0,3,0,0,3,0,3,0,1,2,0,1
19029,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19031,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,3,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,0,1,2,2,2,2,2,0,2
19033,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19035,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19037,1,3,3,1,3,2,2,0,2,1,1,1,2,3,0,1,0,2,1,3,2,1,3,2,1,1,0,0,2,0,1,2,3,3,0,3,1,2,2,1,0,0,1,3,1,1,1,3,0,3,1,3,1,1,3,3,2,0,3,0,0,1,2,1,1,0,1,2,1,0,1,3,2,3,1,3,3,1,3,0,2,1,1,0,3,0,3,0,0,3,0,0,3,0,2,2,1,2,0,2
19039,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,3,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,0,1,2,2,2,2,2,0,2
19041,2,2,1,2,1,2,1,1,0,2,0,2,0,3,2,1,3,3,0,1,0,0,1,2,0,0,3,0,3,3,0,1,2,2,2,3,1,3,2,3,3,3,2,1,1,1,0,3,1,2,3,1,2,3,1,3,2,2,2,0,2,1,1,1,1,0,2,2,1,3,1,0,3,3,0,0,1,1,3,0,3,3,0,2,3,0,2,3,0,0,3,0,3,0,3,0,1,3,3,1
19043,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19045,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
19047,1,3,3,1,3,3,2,0,2,1,1,1,2,0,0,0,0,2,1,3,2,1,3,3,1,1,0,1,2,0,1,2,3,3,0,1,0,2,0,1,0,0,1,3,2,2,1,2,0,3,1,3,1,1,3,0,0,0,3,3,0,2,2,0,2,1,1,1,3,0,0,3,2,0,1,3,3,2,0,3,2,1,1,0,0,1,3,0,1,3,0,1,1,2,2,2,2,2,0,2
