FIPS,Poverty_%,Med_income,Ind_emp,Tot_emp,Pop_est,Ind_emp_%,RUCC_2013,HUD_median_lowmed
1099,0.253,34733,1396,6198,21902,0.225233946,7,0.4234
1101,0.225,43054,17920,128537,227193,0.13941511,2,0.4607
1103,0.15,45082,14751,46389,119602,0.317984867,3,0.3569
1105,0.469,27403,485,2038,9842,0.23797841,8,0.54355
1107,0.25,31933,1099,3746,20332,0.293379605,3,0.4351
1109,0.264,31844,2933,13423,33020,0.21850555,6,0.4686
1111,0.204,36939,1258,4613,22468,0.272707566,6,0.39835
1113,0.209,35585,3451,13360,59282,0.258308383,2,0.4876
1115,0.143,50571,3986,18060,86482,0.220708749,1,0.3763
1117,0.096,69432,10554,78679,205990,0.134139987,1,0.2033
1119,0.381,25413,526,3131,13283,0.167997445,8,0.5098
1121,0.225,39999,10548,28815,81216,0.366059344,4,0.3275
1123,0.213,36779,3017,12789,41027,0.235905857,6,0.4147
1125,0.18,46892,19595,88879,202671,0.220468277,3,0.4076
1127,0.235,37245,3412,18462,65564,0.184812046,1,0.36935
1129,0.185,41321,1365,3423,16891,0.398773006,8,0.4557
1131,0.337,24035,864,2673,11028,0.323232323,9,0.494
1133,0.201,35528,3055,7307,24083,0.41809224,6,0.3506
2013,0.162,55462,0,2056,3296,0,9,0.4615
2016,0.099,68387,2454,4069,5780,0.603096584,9,0.3
2020,0.1,75200,14110,152814,300429,0.092334472,2,0.32175
2050,0.238,45808,196,6785,17959,0.028887251,7,0.7097
2060,0.095,75364,835,1402,942,0.595577746,9,0.16665
2068,0.071,69692,196,2047,1907,0.095749878,8,0.2743
2070,0.175,51082,712,2620,4989,0.271755725,9,0.4536
2090,0.095,67801,4659,36905,99295,0.126243056,3,0.34955
2100,0.098,67260,186,967,2537,0.192347466,9,0.3571
2105,0.191,51687,50,752,2081,0.066489362,9,0.41505
2110,0.079,80835,1832,17479,32511,0.104811488,5,0.3377
2122,0.115,62532,3339,20344,57626,0.164127015,7,0.3901
2130,0.124,57776,1056,7254,13758,0.145574855,7,0.34
2150,0.083,67972,2140,6320,13953,0.338607595,7,0.4402
2164,0.177,45570,95,768,1628,0.123697917,9,0.5588
2170,0.107,73981,2479,21996,98196,0.11270231,2,0.3864
2180,0.261,47160,232,3820,9834,0.060732984,7,0.62875
2185,0.115,75682,9661,15579,9708,0.620129662,7,0.41045
2188,0.232,65192,600,2837,7744,0.211491012,7,0.574
2195,0.088,56655,367,1357,3175,0.270449521,9,0.41985
2198,0.174,43245,332,2088,6393,0.159003831,9,0.5417
2220,0.086,65765,999,4427,8883,0.225660718,7,0.359
2230,0.036,69170,75,871,1031,0.086107922,9,0.3371
2240,0.138,59641,569,2343,6968,0.242851046,9,0.4071
2261,0.099,73998,784,4716,9453,0.166242578,9,0.4076
2270,0.357,30877,0,2325,8010,0,9,0.72225
2275,0.119,52201,153,858,2376,0.178321678,9,0.5151
2282,0.148,52595,43,288,642,0.149305556,9,0.3984
2290,0.257,36708,113,2179,5548,0.051858651,9,0.64
4001,0.331,32366,636,17754,72034,0.035822913,6,0.5521
4003,0.187,45025,2864,34824,127321,0.082242132,3,0.39895
4005,0.213,48653,6415,59242,137695,0.108284663,3,0.53815
4007,0.244,37677,3163,14952,53124,0.211543606,4,0.4297
4009,0.2,46046,1512,8546,38013,0.176924877,7,0.3851
4011,0.103,59416,4221,5463,9315,0.772652389,7,0.3564
4012,0.228,32533,552,5422,20313,0.101807451,6,0.50455
4013,0.171,53929,215420,1755209,4083931,0.122731823,1,0.3387
4015,0.208,37704,5732,45707,202985,0.125407487,3,0.3897
4017,0.285,35457,2148,26740,108178,0.080329095,4,0.41035
4019,0.187,45871,40155,351963,1003157,0.114088697,2,0.419
4021,0.176,49876,8811,57421,396024,0.153445604,1,0.4128
4023,0.236,37465,945,13501,46387,0.069994815,4,0.4293
4025,0.156,44145,8203,57593,218405,0.142430504,3,0.35965
4027,0.226,39700,17229,63993,203111,0.269232572,3,0.38765
5001,0.204,36409,3956,9925,18502,0.398589421,6,0.4253
5003,0.227,36176,2826,7120,20920,0.396910112,7,0.4231
5005,0.149,37873,2954,14257,40797,0.207196465,7,0.3543
5007,0.119,57408,15333,104791,243991,0.146319818,2,0.3387
5009,0.169,39779,2199,13476,37206,0.163178985,7,0.3559
5011,0.274,32734,938,3425,11024,0.273868613,7,0.4318
5013,0.18,39493,1938,2603,5175,0.744525547,9,0.3661
5015,0.179,36964,4161,10376,27742,0.401021588,6,0.3795
5017,0.321,29541,464,3367,11196,0.137808138,7,0.53535
5019,0.215,38504,1722,9075,22663,0.189752066,7,0.44
5021,0.199,33826,761,3594,15143,0.211741792,7,0.4153
5023,0.152,40555,1635,6671,25670,0.245090691,6,0.34215
5025,0.166,43201,271,1023,8410,0.264907136,3,0.38035
5027,0.241,37495,2564,8294,24078,0.309139137,7,0.4564
5029,0.183,42348,1644,6912,21019,0.237847222,6,0.4113
5031,0.223,42851,8041,45885,102621,0.175242454,3,0.41855
5033,0.166,43466,5608,19158,61840,0.292723666,2,0.3695
5035,0.273,35455,2431,16485,49538,0.147467395,1,0.5597
5037,0.223,38597,909,5016,17182,0.181220096,6,0.3537
5039,0.21,34018,766,2711,7735,0.282552564,6,0.3739
5041,0.273,33028,1264,4551,12245,0.277741156,6,0.434
5043,0.24,36801,1173,6325,18669,0.185454545,6,0.42165
5045,0.147,51436,7017,40107,120683,0.17495699,2,0.4199
5047,0.175,40404,1212,4333,17767,0.279713824,6,0.4393
5049,0.226,33347,157,1912,12130,0.082112971,9,0.43955
5051,0.187,40621,4364,36085,97183,0.120936677,3,0.36
5053,0.133,46067,1500,3889,18059,0.385703266,2,0.3931
5055,0.163,42572,5837,15159,43717,0.385051784,4,0.3753
5057,0.244,33136,2437,7768,22289,0.313722966,6,0.37545
5059,0.187,37831,1899,8329,33389,0.227998559,6,0.3504
5061,0.188,37336,3909,7069,13488,0.55297779,6,0.3917
5063,0.186,41085,3340,14504,37113,0.230281302,7,0.35795
5065,0.22,32744,551,3072,13508,0.179361979,9,0.37425
5067,0.251,32427,1317,5231,17565,0.251768304,6,0.4466
5069,0.268,35927,5915,28376,72376,0.208450803,3,0.4184
5071,0.197,34923,3009,8345,25998,0.360575195,7,0.4357
5073,0.275,32225,262,1236,7119,0.21197411,8,0.4292
5075,0.23,34916,830,4128,16987,0.201065891,6,0.382
5077,0.393,28006,267,1995,9798,0.133834586,7,0.4851
5079,0.29,37644,603,2972,13967,0.202893674,3,0.484
5081,0.182,37691,1562,3530,12525,0.442492918,3,0.3907
5083,0.211,36391,1528,5474,21959,0.279137742,6,0.3269
5085,0.123,54459,2931,13581,71563,0.215816214,2,0.3493
5087,0.18,39158,1252,3189,15714,0.392599561,2,0.4849
5089,0.203,33181,1801,3781,16421,0.476329013,9,0.31975
5091,0.208,40877,3159,12904,43556,0.244807812,3,0.4248
5093,0.271,33577,8052,18737,44243,0.429737952,4,0.4038
5095,0.281,30682,334,2276,7612,0.146748682,7,0.3722
5097,0.201,34597,130,1497,9107,0.086840347,8,0.40965
5099,0.251,30935,732,2381,8689,0.307433851,7,0.38445
5101,0.201,35895,62,1094,7914,0.056672761,9,0.4809
5103,0.23,34971,918,7099,24799,0.129313988,7,0.48525
5105,0.173,40556,202,1220,10244,0.16557377,2,0.3692
5107,0.353,28171,755,5811,19938,0.129926002,6,0.55995
5109,0.2,36893,370,2333,11002,0.158594085,9,0.3381
5111,0.219,35851,1127,5097,24155,0.221110457,3,0.4273
5113,0.22,33127,1737,6045,20252,0.287344913,7,0.3819
5115,0.183,39909,6578,26587,63094,0.24741415,5,0.4049
5117,0.187,39896,352,1561,8314,0.225496477,8,0.33165
5119,0.161,45698,21319,242214,392633,0.088017208,2,0.4282
5121,0.183,37761,712,4653,17540,0.153019557,7,0.4313
5123,0.334,30489,1004,7848,27026,0.127930683,6,0.478
5125,0.087,55915,3128,22027,115780,0.142007536,2,0.3333
5127,0.237,33202,1430,3111,10659,0.459659274,6,0.4204
5129,0.233,31765,384,1648,7908,0.233009709,9,0.4381
5131,0.221,39907,15233,64691,126827,0.23547325,2,0.4206
5133,0.204,37014,1552,4853,17377,0.319802184,6,0.4571
5135,0.216,32101,265,3718,16904,0.071274879,7,0.42345
5137,0.244,30010,243,2461,12445,0.098740349,9,0.42415
5139,0.231,40841,5093,17894,40158,0.284620543,7,0.4018
5141,0.22,32975,565,3917,16893,0.144243043,8,0.4152
5143,0.193,45589,16559,95945,219891,0.172588462,2,0.4073
5145,0.194,42044,4459,24402,78532,0.182730924,4,0.39905
5147,0.251,29969,421,1891,6886,0.222633527,9,0.43715
5149,0.174,37080,2899,6504,21850,0.445725707,6,0.4444
6001,0.125,76996,104070,698536,1608868,0.148983016,1,0.3846
6003,0.19,53003,16,527,1104,0.030360531,8,0.3705
6005,0.129,54610,1664,11335,36739,0.146801941,6,0.3553
6007,0.219,42302,9916,76135,223974,0.130242333,3,0.4281
6009,0.137,53321,1067,8069,44589,0.132234478,6,0.39275
6011,0.143,48006,3723,8770,21256,0.424515393,6,0.4132
6013,0.105,80338,37854,339281,1108996,0.111571234,1,0.3165
6015,0.224,41419,536,7775,27252,0.068938907,7,0.3871
6017,0.114,70235,5764,49782,183031,0.115784822,1,0.3229
6019,0.275,43338,85874,354646,963151,0.24214005,2,0.4583
6021,0.171,43755,2976,8331,27982,0.357220022,6,0.382
6023,0.21,40581,4847,45685,134665,0.106096093,5,0.41105
6025,0.236,38737,16294,62959,178866,0.258803348,3,0.52655
6027,0.14,49267,652,7358,18410,0.088611036,7,0.37755
6029,0.245,47451,105030,311992,872138,0.336643247,2,0.44665
6031,0.249,44490,12172,43171,149669,0.28194853,3,0.4241
6033,0.243,36333,1821,15325,64099,0.118825449,4,0.46375
6035,0.194,49995,879,10141,31714,0.086677842,7,0.3182
6037,0.187,55686,489858,4154640,10066615,0.117906245,1,0.5385
6039,0.223,43171,17659,48360,154071,0.365157155,3,0.44895
6041,0.088,94549,9818,110424,260516,0.088911831,1,0.3028
6043,0.162,47781,290,5171,17658,0.056081996,8,0.3268
6045,0.188,42840,5331,31281,87449,0.17042294,4,0.4389
6047,0.248,43818,25113,74370,265139,0.337676482,2,0.4557
6049,0.202,39172,460,2569,9010,0.179057999,6,0.48405
6051,0.113,59181,385,6480,14045,0.05941358,7,0.5272
6053,0.17,57428,62412,180247,429902,0.34625819,2,0.4275
6055,0.09,71063,20701,72568,141097,0.285263477,3,0.36255
6057,0.114,57118,4189,28861,98796,0.145143966,4,0.3333
6059,0.129,76061,242272,1472171,3134438,0.164567839,1,0.4293
6061,0.083,75689,17102,142126,370486,0.120329848,1,0.2484
6063,0.14,47964,838,6014,18573,0.139341536,7,0.30155
6065,0.171,56877,99690,625942,2322455,0.159263957,1,0.40565
6067,0.181,55803,51617,612685,1478137,0.084247207,1,0.41225
6069,0.141,68166,5450,15901,58098,0.342745739,1,0.4148
6071,0.204,51951,82269,659116,2105935,0.124817179,1,0.44565
6073,0.147,66034,169969,1332960,3258856,0.127512453,1,0.4305
6075,0.121,83788,26836,640378,850424,0.041906499,1,0.4759
6077,0.207,51527,42860,217755,713218,0.196826709,2,0.4157
6079,0.145,61775,17812,110345,278877,0.161420998,2,0.3691
6081,0.075,100806,46551,372192,756819,0.125072543,1,0.3491
6083,0.174,62116,41633,190544,440553,0.218495466,2,0.4106
6085,0.085,97219,197145,973668,1889824,0.202476614,1,0.294
6087,0.161,64257,17988,97732,270971,0.184054353,2,0.4861
6089,0.147,43661,5967,61657,179717,0.096777333,3,0.3885
6091,0.138,47293,55,564,2983,0.09751773,8,0.2786
6093,0.211,38641,1928,12796,43476,0.150672085,6,0.5055
6095,0.123,67106,21208,127175,429601,0.166762335,2,0.375
6097,0.113,66949,37124,191686,499168,0.193670899,2,0.4078
6099,0.181,50917,42242,172907,529754,0.244304742,2,0.38835
6101,0.152,51827,6161,27781,95236,0.221770275,3,0.35725
6103,0.182,40782,3962,16432,62756,0.241114898,4,0.4554
6105,0.199,34961,300,2648,13121,0.113293051,8,0.4709
6107,0.281,42360,50535,148560,456115,0.34016559,2,0.4993
6109,0.143,49476,1504,16751,53827,0.089785684,4,0.3922
6111,0.115,74967,71450,313766,844078,0.227717471,2,0.4019
6113,0.195,54509,14861,94257,208737,0.157664683,1,0.4179
6115,0.216,41403,2040,16308,73776,0.125091979,3,0.4709
8001,0.129,59316,34198,182840,480446,0.187037847,1,0.51785
8003,0.225,38140,716,7508,16284,0.095364944,7,0.5565
8005,0.112,65359,26647,305590,618307,0.087198534,1,0.3625
8007,0.147,44508,366,3535,12229,0.103536068,7,0.40865
8009,0.2,36294,92,1105,3630,0.083257919,9,0.44675
8011,0.323,35424,175,1158,5780,0.151122625,7,0.5736
8013,0.133,71546,22767,169023,313204,0.134697645,2,0.34065
8014,0.04,85885,6272,34427,61786,0.182182589,1,0.19045
8015,0.124,48840,785,6998,18448,0.112174907,7,0.424
8017,0.134,52273,159,707,1841,0.224893918,9,0.3913
8019,0.085,69115,831,3153,9215,0.263558516,1,0.3764
8021,0.229,33998,218,1402,8276,0.155492154,9,0.4371
8023,0.285,27882,131,800,3540,0.16375,9,0.6332
8025,0.405,32570,97,1087,5608,0.089236431,8,0.5962
8027,0.149,48368,165,874,4344,0.188787185,8,0.477
8029,0.156,45283,1724,8320,29961,0.207211538,6,0.42545
8031,0.159,54872,47293,460715,662425,0.102651314,1,0.5563
8033,0.154,44235,415,786,1975,0.527989822,9,0.43855
8035,0.037,107250,10235,107529,314981,0.095183625,1,0.146
8037,0.078,76661,3141,29743,52815,0.10560468,5,0.4138
8039,0.059,83603,906,3255,24128,0.278341014,1,0.217
8041,0.122,59286,25530,248671,662647,0.102665771,2,0.4022
8043,0.191,41385,1229,12757,46427,0.096339265,4,0.4216
8045,0.102,62529,5453,25024,57195,0.217910806,5,0.38065
8047,0.079,64752,62,5019,5773,0.012353058,1,0.4064
8049,0.104,59379,849,7060,14461,0.120254958,7,0.4425
8051,0.149,48940,1144,7673,15830,0.149094227,7,0.3931
8053,0.101,51241,39,264,778,0.147727273,9,0.3367
8055,0.22,32750,125,1660,6407,0.075301205,6,0.5732
8057,0.166,45073,148,550,1395,0.269090909,9,0.4747
8059,0.083,70687,31289,222051,559076,0.14090907,1,0.3196
8061,0.135,42310,39,419,1409,0.093078759,9,0.43205
8063,0.149,46394,690,3104,8054,0.222293814,7,0.34455
8065,0.16,46765,497,2197,7351,0.226217569,6,0.5177
8067,0.107,60658,3771,25046,53882,0.150562964,4,0.3986
8069,0.128,57659,22533,141746,324709,0.158967449,2,0.40725
8071,0.174,39625,696,4937,14072,0.140976301,7,0.4503
8073,0.183,41248,110,2113,5507,0.052058684,8,0.4432
8075,0.177,45439,1112,8323,21940,0.133605671,7,0.40785
8077,0.154,50106,10035,59948,147502,0.167395076,3,0.35655
8079,0.089,51257,25,493,693,0.050709939,9,0.2912
8081,0.112,56193,855,4792,12899,0.178422371,7,0.3607
8083,0.163,44163,1044,9005,25783,0.115935591,6,0.3827
8085,0.155,46336,2550,13696,40747,0.186185748,4,0.363
8087,0.134,47631,4712,12191,28208,0.386514642,6,0.432
8089,0.26,33043,944,5903,18407,0.159918685,6,0.5421
8091,0.096,57242,359,1637,4615,0.219303604,9,0.3721
8093,0.094,58487,334,2215,16296,0.150790068,1,0.42315
8095,0.115,47006,380,1695,4380,0.224188791,9,0.3667
8097,0.07,73274,837,16437,17595,0.050921701,7,0.4045
8099,0.209,39184,885,4371,12040,0.20247083,7,0.424
8101,0.19,41382,7783,57560,161350,0.135215427,3,0.48105
8103,0.109,63184,965,3071,6660,0.314229893,9,0.2903
8105,0.183,40593,1196,3925,11561,0.304713376,7,0.4622
8107,0.084,66846,1980,13960,24054,0.141833811,7,0.3377
8109,0.299,31227,508,1555,6161,0.326688103,9,0.6109
8111,0.155,40006,29,282,717,0.102836879,9,0.38
8113,0.099,59603,587,4768,7755,0.123112416,9,0.37995
8115,0.139,44562,136,793,2330,0.171500631,9,0.4661
8117,0.097,68352,1185,19371,29205,0.06117392,5,0.39285
8119,0.095,62380,839,6637,23375,0.126412536,2,0.3852
8121,0.114,45784,205,1207,4784,0.169842585,9,0.4286
8123,0.105,61501,33735,98530,276163,0.342383031,2,0.3356
8125,0.14,46838,1240,3998,10232,0.310155078,7,0.403
9001,0.09,85336,48022,418829,943686,0.114657772,2,0.26715
9003,0.122,65809,68697,500865,896258,0.137156719,1,0.3233
9005,0.077,73413,13506,61313,185110,0.220279549,4,0.2748
9007,0.079,76365,12635,67679,164555,0.186690111,1,0.2529
9009,0.13,60387,44577,359107,861534,0.124132919,2,0.35915
9011,0.111,65813,19012,121317,272053,0.156713404,2,0.31385
9013,0.075,78653,0,41005,151758,0,1,0.25755
9015,0.103,57547,7369,39673,116919,0.185743453,2,0.39795
10001,0.141,54271,0,64319,171949,0,3,0.37005
10003,0.123,64632,24383,278216,552271,0.087640538,1,0.38195
10005,0.139,53316,14673,71541,210728,0.205099174,2,0.3343
11001,0.184,69992,15201,729349,659005,0.020841874,1,0.4504
12001,0.216,44325,9296,120314,255786,0.077264491,2,0.4481
12003,0.196,47121,414,6793,27143,0.060945091,1,0.4218
12005,0.156,44800,7684,74006,178860,0.103829419,3,0.3814
12007,0.226,39980,589,6302,26682,0.093462393,6,0.41025
12009,0.145,47973,29681,189748,557299,0.156423256,2,0.3599
12011,0.145,51485,63319,740103,1865385,0.085554308,1,0.46775
12013,0.223,35256,381,2806,14510,0.13578047,6,0.41665
12015,0.119,43242,4200,43257,168595,0.097094112,3,0.34125
12017,0.201,36383,2784,31267,139264,0.089039562,3,0.35465
12019,0.109,58539,4768,46359,199501,0.102849501,1,0.2952
12021,0.143,58403,19579,128883,347899,0.151912975,2,0.3657
12023,0.217,38484,2771,22319,67942,0.124154308,4,0.38285
12027,0.297,36945,1786,8146,35094,0.219248711,6,0.45375
12029,0.271,32121,581,2448,15904,0.237336601,6,0.4453
12031,0.182,46013,46652,456264,898372,0.102247821,1,0.42065
12033,0.153,46139,12309,124053,309449,0.099223719,2,0.4038
12035,0.116,51556,2170,20389,102471,0.106429938,2,0.36685
12037,0.253,36788,310,3374,11678,0.091879075,6,0.4272
12039,0.256,35849,3168,12722,46121,0.24901745,2,0.58175
12041,0.198,40788,691,3082,16973,0.224205062,2,0.4911
12043,0.211,38783,472,1528,13439,0.308900524,6,0.2791
12045,0.231,38419,308,3532,15936,0.087202718,3,0.3732
12047,0.317,31734,1068,3105,14068,0.343961353,6,0.4929
12049,0.299,35371,2613,7348,27264,0.355606968,6,0.4821
12051,0.253,38494,4922,11458,38294,0.42956886,4,0.4394
12053,0.153,40094,4269,38118,175695,0.111994333,1,0.3835
12055,0.195,35787,4443,26439,98085,0.168047203,3,0.4444
12057,0.168,50758,67226,620402,1317116,0.108358774,1,0.3696
12059,0.267,35651,399,3202,19640,0.124609619,6,0.4108
12061,0.147,47548,7243,47785,144740,0.151574762,3,0.3818
12063,0.243,36876,1665,13989,48786,0.119022089,6,0.361
12065,0.18,40205,399,2496,14037,0.159855769,2,0.516
12067,0.256,38071,373,1504,8832,0.248005319,9,0.39715
12069,0.138,46895,11678,85667,315657,0.136318536,1,0.44805
12071,0.16,49147,27796,226047,678048,0.122965578,2,0.36785
12073,0.233,45463,6524,141186,284053,0.046208548,2,0.4015
12075,0.212,37433,2190,8168,39418,0.268119491,6,0.4351
12077,0.247,38473,436,1973,8345,0.220983274,8,0.29015
12079,0.277,33017,756,4271,18516,0.177007727,6,0.37615
12081,0.141,51673,20209,109945,351713,0.183810087,2,0.451
12083,0.178,39860,15051,94510,339079,0.159252989,2,0.3385
12085,0.121,55472,7729,59158,153272,0.130650123,2,0.30215
12086,0.204,42754,81886,1046237,2667299,0.078267161,1,0.4962
12087,0.14,57411,2889,38794,76910,0.074470279,4,0.45485
12089,0.117,56728,2298,19760,76598,0.116295547,1,0.30635
12091,0.124,55952,6801,77835,195479,0.087377144,3,0.3556
12093,0.259,37065,2218,10543,39101,0.210376553,4,0.33365
12095,0.182,47069,60297,732630,1253631,0.082302117,1,0.4238
12097,0.193,42945,5813,80664,311445,0.072064366,1,0.4892
12099,0.149,52225,50424,543731,1397526,0.092737034,1,0.4495
12101,0.147,45219,11350,104021,485447,0.109112583,1,0.40375
12103,0.152,45162,48548,396809,937457,0.122346015,1,0.3717
12105,0.181,42768,31040,197921,634932,0.15683025,2,0.3764
12107,0.285,32054,2887,16262,71936,0.177530439,4,0.4089
12109,0.082,66560,6403,63400,218151,0.100993691,1,0.2572
12111,0.173,42722,8223,68542,291002,0.119970237,2,0.4278
12113,0.112,58587,3333,33465,163154,0.099596593,2,0.3223
12115,0.108,52109,18647,152582,396537,0.122209697,2,0.41125
12117,0.118,56443,21031,167681,442326,0.125422678,1,0.3182
12119,0.109,51907,4624,25252,114012,0.183114209,3,0.4
12121,0.237,38177,2939,11013,43777,0.266866431,6,0.4092
12123,0.234,36374,2409,6807,22619,0.353900397,6,0.31955
12125,0.243,40207,341,3451,15170,0.098811939,6,0.4063
12127,0.177,40881,19741,155707,507913,0.126782996,2,0.3883
12129,0.151,51642,806,5152,31384,0.156444099,2,0.3191
12131,0.158,46867,2211,22251,61550,0.099366321,3,0.422
12133,0.2,36482,704,5555,24424,0.126732673,6,0.4225
13001,0.249,36642,1367,6590,18456,0.207435508,7,0.38525
13003,0.265,31740,874,1797,8203,0.486366166,9,0.46865
13005,0.259,34201,1269,3967,11213,0.319889085,7,0.443
13007,0.273,43115,111,436,3258,0.254587156,3,0.5334
13009,0.295,37008,1993,14930,45839,0.133489618,4,0.4269
13011,0.169,46018,800,3728,18284,0.214592275,8,0.3487
13013,0.13,49698,3069,17139,72982,0.17906529,1,0.43365
13015,0.143,51440,10004,32602,101675,0.30685234,1,0.4607
13017,0.285,31081,1718,5423,17440,0.31679882,7,0.5714
13019,0.267,35078,1096,3558,18790,0.308038224,6,0.4099
13021,0.282,36014,7138,81751,153914,0.087313917,3,0.4934
13023,0.232,40454,235,2585,12754,0.090909091,6,0.24065
13025,0.217,36865,459,2144,18390,0.214085821,3,0.4596
13027,0.288,32903,778,2965,15534,0.262394604,3,0.3636
13029,0.119,66556,751,6913,33847,0.108635903,2,0.23965
13031,0.314,36315,2856,24057,72735,0.118718045,4,0.47625
13033,0.311,35055,936,6713,22709,0.139430955,2,0.56095
13035,0.213,41505,1100,5894,23377,0.186630472,1,0.3372
13037,0.385,30760,170,1106,6423,0.153707052,8,0.48105
13039,0.12,51793,1110,15328,52012,0.072416493,4,0.3757
13043,0.291,31829,389,2833,10888,0.137310272,7,0.4181
13045,0.229,43442,8466,38389,114052,0.220531923,1,0.4693
13047,0.126,50728,1697,13768,65585,0.123256827,2,0.34155
13049,0.295,34312,476,2048,12921,0.232421875,6,0.4166
13051,0.179,50154,18864,139326,282849,0.135394686,2,0.4796
13053,0.188,45933,175,2290,11956,0.076419214,2,0.282
13055,0.211,34830,2822,6137,24849,0.459833795,6,0.4107
13057,0.093,71168,7542,49914,230578,0.151099892,1,0.2938
13059,0.378,31487,7403,65066,120634,0.11377678,3,0.55025
13061,0.373,27512,112,543,3100,0.20626151,9,0.5904
13063,0.229,42985,6830,113469,267576,0.060192652,1,0.5262
13065,0.285,31577,1232,2367,6824,0.520490072,6,0.4407
13067,0.13,66970,38024,325446,729146,0.116836587,1,0.2895
13069,0.281,33125,3451,15678,42891,0.220117362,7,0.4444
13071,0.265,33509,4730,14407,46085,0.328312626,6,0.4049
13073,0.095,68067,4801,30350,139281,0.158187809,2,0.2247
13075,0.261,32408,1201,3929,17296,0.305675744,6,0.4286
13077,0.125,60809,5627,35175,135435,0.159971571,1,0.3393
13079,0.199,43111,410,1331,12479,0.308039068,3,0.46365
13081,0.325,31176,1123,8030,22950,0.13985056,6,0.48685
13083,0.164,42953,718,3200,16326,0.224375,2,0.44765
13085,0.118,57491,705,7475,22891,0.094314381,1,0.35705
13087,0.277,33968,1718,8373,27269,0.205183327,6,0.4178
13089,0.204,50597,23207,283482,722615,0.081864104,1,0.443
13091,0.259,32293,618,5087,20969,0.121486141,6,0.3761
13093,0.304,31103,1136,2889,14124,0.393215646,6,0.5112
13095,0.317,32150,5091,46275,92527,0.110016207,3,0.5548
13097,0.142,54581,5780,38913,138447,0.148536479,1,0.3849
13099,0.299,34906,1126,4216,10448,0.267077799,6,0.4464
13101,0.271,34444,633,905,4067,0.699447514,3,0.5408
13103,0.11,61195,2054,9280,55506,0.221336207,2,0.2698
13105,0.214,35351,2254,5796,19410,0.388888889,6,0.3645
13107,0.327,30119,1766,6490,22675,0.27211094,7,0.43655
