FIPS,Poverty_%,Med_income,Ind_emp,Tot_emp,Pop_est,Ind_emp_%,RUCC_2013,HUD_median_lowmed
13109,0.266,33293,2153,4294,10827,0.501397299,6,0.3941
13111,0.196,37813,553,5370,23709,0.102979516,8,0.4027
13113,0.069,79069,5437,38899,109550,0.139772231,1,0.1797
13115,0.211,41814,6437,37776,96061,0.170399195,3,0.38805
13117,0.063,86413,13962,66030,203679,0.211449341,1,0.17115
13119,0.244,38055,1498,6700,22247,0.22358209,8,0.3925
13121,0.174,55516,41836,766233,994342,0.05459958,1,0.40305
13123,0.197,40010,1823,7257,28867,0.251205732,6,0.3915
13125,0.194,39643,51,392,3029,0.130102041,9,0.274
13127,0.193,46737,3313,35315,82353,0.093812827,3,0.4187
13129,0.178,43880,9132,20852,55800,0.437943603,4,0.4095
13131,0.262,35237,1334,5891,25265,0.226447123,6,0.4426
13133,0.244,42823,1418,5524,16485,0.256698045,6,0.4225
13135,0.134,59858,42386,325273,875418,0.130309002,1,0.3326
13137,0.153,40994,4682,14170,43688,0.330416373,6,0.378
13139,0.168,52238,21284,75928,190215,0.280318196,3,0.35725
13141,0.353,26309,0,1629,8542,0,7,0.5138
13143,0.188,40387,1863,6244,28604,0.298366432,1,0.3211
13145,0.095,66249,1278,4316,32853,0.296107507,2,0.22305
13147,0.214,38564,1836,5861,25419,0.313257123,6,0.3775
13149,0.19,41348,971,2242,11623,0.43309545,1,0.52475
13151,0.137,60388,4513,51920,213439,0.086922188,1,0.2877
13153,0.172,53027,5860,56342,149236,0.104007667,3,0.4705
13155,0.253,35955,397,1933,9133,0.205380238,7,0.4417
13157,0.135,51931,6267,20374,61700,0.307597919,4,0.4201
13159,0.182,41818,508,2098,13469,0.242135367,1,0.538
13161,0.248,35235,1643,4410,14853,0.372562358,7,0.3425
13163,0.264,30835,1463,4534,16261,0.322673136,6,0.4558
13165,0.346,30678,50,1348,9091,0.037091988,6,0.49075
13167,0.304,29818,238,1622,9685,0.146732429,7,0.51185
13169,0.145,51749,715,4249,28811,0.168274888,3,0.2959
13171,0.213,40339,717,3504,18223,0.204623288,1,0.38125
13173,0.239,37113,351,1516,10346,0.231530343,3,0.4181
13175,0.254,35807,2643,17287,47814,0.152889455,5,0.4054
13177,0.118,64533,1145,5631,29216,0.203338661,3,0.2407
13179,0.172,41682,2471,17906,65153,0.137998436,3,0.30855
13181,0.179,39484,398,1282,7589,0.310452418,2,0.4266
13183,0.219,43193,75,913,17172,0.082146769,3,0.2798
13185,0.245,38887,6290,47283,113838,0.133028784,3,0.4051
13187,0.186,44653,1003,6760,31149,0.148372781,6,0.3719
13189,0.276,37413,2146,7193,21558,0.298345614,2,0.45505
13191,0.233,37603,103,1741,14007,0.059161401,3,0.4282
13193,0.341,29430,810,2694,13819,0.300668151,6,0.5174
13195,0.197,45557,491,3022,28366,0.162475182,3,0.45815
13197,0.259,36055,753,1436,8693,0.524373259,2,0.3908
13199,0.236,37243,891,4103,21192,0.217158177,1,0.4086
13201,0.251,35276,107,1649,5925,0.064887811,8,0.3643
13205,0.326,32711,3002,7393,22774,0.406059786,6,0.4141
13207,0.148,53542,756,7298,27075,0.103590025,3,0.4384
13209,0.224,36436,326,1527,8997,0.213490504,9,0.4145
13211,0.15,50295,1391,6297,17985,0.220898841,1,0.3752
13213,0.187,40976,4738,9701,39355,0.488403257,3,0.35525
13215,0.219,41783,9659,94510,201245,0.102200825,2,0.4061
13217,0.194,48058,5606,21410,103790,0.261840262,1,0.4104
13219,0.079,80631,944,9384,35073,0.10059676,3,0.20785
13221,0.158,46840,526,1761,14714,0.298693924,3,0.4417
13223,0.107,63964,2629,21018,148962,0.125083262,1,0.3255
13225,0.217,40550,2888,8686,26838,0.332489063,3,0.4322
13227,0.123,51047,1349,7220,29981,0.186842105,1,0.4233
13229,0.189,40526,834,3791,19005,0.219994724,6,0.32675
13231,0.137,50395,689,2623,17748,0.262676325,1,0.36205
13233,0.206,38847,3767,11141,40967,0.338120456,4,0.3684
13235,0.239,36128,298,2737,11456,0.108878334,3,0.5086
13237,0.189,42125,1191,5578,21125,0.21351739,6,0.3917
13239,0.295,29477,0,398,2300,0,9,0.54805
13241,0.206,38449,732,4543,16211,0.161127009,7,0.4091
13243,0.363,25807,510,1868,7283,0.273019272,6,0.6
13245,0.26,36012,11457,102434,201117,0.111847629,2,0.5165
13247,0.173,48287,7550,30736,87516,0.245640292,1,0.37785
13249,0.201,39601,373,963,5143,0.387331256,8,0.3454
13251,0.262,34012,1146,3302,14029,0.347062386,6,0.39295
13253,0.264,37672,426,2280,8628,0.186842105,6,0.4384
13255,0.274,35555,3009,20633,63860,0.145834343,1,0.5342
13257,0.209,36870,2338,9245,25414,0.252893456,7,0.42015
13259,0.394,27635,62,1137,5819,0.054529464,8,0.446
13261,0.339,34017,2434,10983,31203,0.221615224,6,0.4074
13263,0.238,33370,379,773,6381,0.490297542,8,0.4482
13265,0.323,28716,23,183,1689,0.12568306,8,0.598
13267,0.282,34010,1095,5789,25195,0.18915184,6,0.39695
13269,0.254,32815,236,1624,8428,0.145320197,8,0.479
13271,0.337,29244,1353,3720,16497,0.363709677,7,0.5323
13273,0.298,34604,653,2489,9128,0.262354359,3,0.49835
13275,0.245,36973,3724,20178,45052,0.184557439,4,0.44045
13277,0.286,36303,2272,18665,40610,0.121725154,5,0.479
13279,0.245,34008,2441,11683,27121,0.208936061,7,0.47475
13281,0.181,39453,204,3304,11075,0.061743341,9,0.3591
13283,0.271,32536,38,1086,6769,0.034990792,7,0.4215
13285,0.195,41141,12028,37570,69451,0.320149055,4,0.3871
13287,0.317,32171,332,2031,8061,0.163466273,6,0.3721
13289,0.281,36886,248,1106,8351,0.224231465,3,0.51715
13291,0.151,40667,592,6321,21940,0.093656067,9,0.36005
13293,0.259,34867,1543,6580,26229,0.23449848,6,0.4053
13295,0.2,39078,4430,12366,68289,0.358240336,2,0.4844
13297,0.156,52082,4506,19451,87610,0.231659041,1,0.40115
13299,0.288,34288,2360,14285,35578,0.16520826,5,0.3693
13301,0.289,31623,433,1427,5500,0.303433777,8,0.42585
13303,0.302,36137,1094,6668,20629,0.164067187,7,0.4213
13305,0.255,41093,1973,8039,29972,0.245428536,6,0.4421
13307,0.228,33893,257,523,2630,0.491395793,8,0.4863
13309,0.389,30264,160,1303,7960,0.122793553,9,0.472
13311,0.169,42126,1576,6877,28029,0.229169696,6,0.3755
13313,0.207,43731,19106,54093,103498,0.353206515,3,0.3906
13315,0.307,32722,59,1200,8850,0.049166667,8,0.47625
13317,0.267,32042,663,2868,9930,0.231171548,6,0.4335
13319,0.232,34512,1753,3089,9343,0.567497572,8,0.3607
13321,0.226,40382,790,3365,21025,0.234769688,3,0.3559
15001,0.181,51887,7057,65575,193885,0.107617232,5,0.366
15003,0.098,73985,36748,457191,988586,0.080377785,2,0.3639
15005,#N/A,#N/A,#N/A,#N/A,89,#N/A,3,0.2
15007,0.123,58883,2350,30065,70540,0.078163978,5,0.38695
15009,0.131,64916,6026,72477,163249,0.083143618,3,0.4
16001,0.116,57908,27907,210121,426420,0.13281395,2,0.3293
16003,0.149,40777,241,985,3850,0.244670051,9,0.3427
16005,0.174,44324,3112,31855,83516,0.09769267,3,0.39775
16007,0.134,45504,101,1643,5940,0.061472915,9,0.2895
16009,0.157,46277,798,3301,9067,0.241744926,6,0.4176
16011,0.15,47292,4471,14487,45191,0.308621523,4,0.3989
16013,0.106,63490,1850,11920,21410,0.155201342,7,0.4569
16015,0.156,50874,170,1521,6793,0.111768573,2,0.4065
16017,0.162,45193,3043,12843,41511,0.23693841,6,0.4176
16019,0.155,51440,5692,45631,108381,0.12473976,3,0.38525
16021,0.167,42720,889,3374,10984,0.263485477,7,0.393
16023,0.148,42907,138,7120,2609,0.019382022,3,0.335
16025,0.128,49569,59,386,1037,0.152849741,9,0.4033
16027,0.18,43489,15259,56240,202710,0.271319346,2,0.49715
16029,0.115,55770,1480,3228,6819,0.458488228,6,0.3804
16031,0.156,45078,3432,10532,23547,0.325864033,7,0.3791
16033,0.173,45979,167,478,874,0.349372385,9,0.5439
16035,0.166,41304,497,2770,8503,0.179422383,6,0.3894
16037,0.157,42704,333,1551,4150,0.214700193,8,0.41135
16039,0.144,45049,1173,6555,26208,0.178947368,6,0.3931
16041,0.108,50545,669,3214,12956,0.208151836,3,0.4522
16043,0.151,45578,719,2931,12836,0.245308768,6,0.4221
16045,0.159,41688,537,3215,16807,0.167029549,2,0.3621
16047,0.171,44669,2871,5907,15060,0.48603352,7,0.4187
16049,0.163,39551,857,4295,16221,0.199534342,6,0.4359
16051,0.115,52428,2310,5947,26988,0.388431142,3,0.34485
16053,0.157,46513,4207,9394,22719,0.447839046,7,0.3931
16055,0.129,49061,8737,54757,147294,0.159559508,3,0.31885
16057,0.199,43482,1114,13168,38583,0.084599028,4,0.4421
16059,0.182,37869,263,2254,7732,0.116681455,7,0.41755
16061,0.137,39918,487,1592,3826,0.305904523,8,0.46475
16063,0.141,44046,615,1533,5313,0.401174168,9,0.3838
16065,0.271,36065,1619,13364,38060,0.121146363,4,0.4862
16067,0.168,46332,2756,6964,20244,0.395749569,7,0.40125
16069,0.146,46214,4676,20591,39983,0.227089505,3,0.3813
16071,0.139,46503,209,1096,4200,0.190693431,8,0.3459
16073,0.236,38478,1437,2961,11294,0.485309017,2,0.57935
16075,0.142,45533,1984,6050,22775,0.327933884,6,0.3789
16077,0.157,48048,1761,3353,7663,0.525201312,6,0.5147
16079,0.189,36577,1114,4507,12404,0.247171067,6,0.38985
16081,0.116,57644,519,2849,10300,0.182169182,9,0.39725
16083,0.145,44236,7138,36028,80927,0.198123682,5,0.3892
16085,0.117,49380,418,3916,9808,0.106741573,8,0.367
16087,0.178,35955,881,2748,10019,0.320596798,6,0.3927
17001,0.142,46061,6631,32711,67031,0.202714683,5,0.3356
17003,0.356,30699,266,1317,7074,0.201974184,3,0.5528
17005,0.162,49886,948,4624,17111,0.205017301,1,0.3419
17007,0.102,58792,8597,16736,53706,0.513683078,2,0.3297
17009,0.142,50225,228,3828,6838,0.059561129,7,0.3785
17011,0.131,52138,3098,11848,33836,0.261478731,7,0.3439
17013,0.121,49689,68,804,4963,0.084577114,1,0.4828
17015,0.126,50750,957,3971,14786,0.24099723,7,0.3725
17017,0.132,46289,2411,5664,13091,0.425670904,6,0.3316
17019,0.226,47966,10434,88917,206646,0.11734539,3,0.48115
17021,0.144,46870,1999,10706,33882,0.186717728,6,0.3983
17023,0.139,50645,1735,4621,16119,0.375459857,6,0.3553
17025,0.136,45709,2026,5084,13413,0.398505114,7,0.4039
17027,0.099,60556,2695,12274,37801,0.219569822,1,0.352
17029,0.229,41319,3613,23581,52712,0.153216573,5,0.4277
17031,0.171,55058,253608,2468453,5239254,0.102739651,1,0.4294
17033,0.152,45889,2517,7879,19368,0.319456784,7,0.4089
17035,0.122,49567,666,2475,10894,0.269090909,9,0.3953
17037,0.147,56536,5840,36874,104798,0.158377176,1,0.371
17039,0.109,55193,1146,5318,16243,0.215494547,3,0.3517
17041,0.1,52526,2918,7217,19845,0.404323126,6,0.407
17043,0.079,80037,77746,600818,932419,0.129400251,1,0.2093
17045,0.151,45485,2498,6717,17812,0.371892214,6,0.38935
17047,0.116,46894,1283,2262,6622,0.567197171,9,0.3332
17049,0.118,52578,5066,20709,34337,0.24462794,7,0.3874
17051,0.175,41268,804,5419,22002,0.148366857,6,0.4294
17053,0.121,50877,857,4498,13704,0.190529124,3,0.40595
17055,0.199,37758,1040,8221,39485,0.126505291,4,0.4955
17057,0.165,44435,748,8173,35951,0.091520861,6,0.3875
17059,0.175,41045,167,1048,5308,0.159351145,8,0.4662
17061,0.162,39738,219,2420,13402,0.090495868,6,0.35
17063,0.085,70092,2893,17513,50409,0.165191572,1,0.3878
17065,0.14,49790,631,1966,8295,0.320956256,7,0.40225
17067,0.116,48767,771,3906,18621,0.197388633,7,0.3539
17069,0.206,37331,129,884,4217,0.145927602,9,0.54515
17071,0.117,50999,80,1130,6985,0.07079646,9,0.3913
17073,0.113,51025,3098,14017,49673,0.221017336,2,0.34505
17075,0.158,46895,1384,8069,28804,0.171520635,6,0.36295
17077,0.304,34395,2162,25116,59293,0.086080586,3,0.5222
17079,0.11,52919,412,2039,9615,0.202059833,7,0.3333
17081,0.195,43073,4459,19209,38442,0.232130772,7,0.3782
17083,0.116,52493,465,4790,22523,0.097077244,1,0.3737
17085,0.107,51282,1569,7766,22298,0.202034509,6,0.36815
17087,0.159,45773,135,2373,12834,0.056890013,8,0.4231
17089,0.107,72131,40602,204257,526636,0.198778989,1,0.362
17091,0.147,56326,7482,43370,111461,0.172515564,3,0.421
17093,0.054,90640,4536,26439,121565,0.171564734,1,0.2653
17095,0.193,38992,1910,19528,51953,0.097808275,4,0.3182
17097,0.095,78001,62454,330111,703357,0.189190909,1,0.2382
17099,0.136,51205,8400,43276,111933,0.194102967,4,0.3806
17101,0.181,41759,1498,4469,16595,0.335198031,7,0.47725
17103,0.109,54472,3271,13047,34789,0.250708975,6,0.3681
17105,0.119,53918,3466,13871,37116,0.249873838,4,0.3312
17107,0.126,54353,1574,8993,29755,0.175025019,6,0.3371
17109,0.236,42684,2010,11650,31615,0.172532189,5,0.4374
17111,0.069,76856,22063,95798,306749,0.230307522,1,0.2381
17113,0.143,60460,7014,84322,173843,0.083181139,3,0.4017
17115,0.163,47575,13305,48975,108479,0.271669219,3,0.3548
17117,0.129,48544,1467,9999,46381,0.146714671,1,0.4208
17119,0.131,54375,17021,96789,266637,0.175856761,1,0.4249
17121,0.186,44289,3235,12887,38486,0.251028168,4,0.4268
17123,0.107,53732,1071,3061,11990,0.349885658,2,0.3623
17125,0.148,46878,341,3215,13920,0.106065319,6,0.4238
17127,0.207,40590,266,3357,14881,0.079237414,7,0.3923
17129,0.101,61388,200,1881,12578,0.106326422,3,0.2957
17131,0.096,54916,727,3121,15964,0.232938161,2,0.3314
17133,0.051,73684,888,8105,33684,0.109561999,1,0.2741
17135,0.17,45288,1420,8575,29424,0.165597668,6,0.41485
17137,0.151,46406,2630,14349,34729,0.183288034,4,0.3931
17139,0.118,52790,2130,4679,14911,0.455225476,6,0.34585
17141,0.114,57126,4377,15768,52067,0.277587519,4,0.3485
17143,0.167,52448,11399,100367,187272,0.113573186,2,0.4035
17145,0.167,42032,651,4957,21558,0.131329433,6,0.4168
17147,0.074,65971,446,3351,16438,0.133094599,3,0.4098
17149,0.152,39005,636,4241,15974,0.149964631,7,0.3894
17151,0.197,40722,49,561,4241,0.087344029,8,0.2511
17153,0.23,33943,132,1427,5808,0.092501752,8,0.4377
17155,0.089,62024,728,1682,5788,0.432818074,8,0.3882
17157,0.138,47862,3594,12129,33092,0.296314618,6,0.3523
17159,0.146,43396,758,5993,16107,0.126480894,7,0.3358
17161,0.163,48024,12838,73685,146789,0.174228133,2,0.3735
17163,0.191,50155,8876,92011,265587,0.096466727,1,0.4433
17165,0.21,38329,1969,8534,24580,0.230724162,6,0.4561
17167,0.153,55371,7533,128706,198959,0.05852874,3,0.3578
17169,0.132,47092,695,1978,7238,0.351365015,7,0.3642
17171,0.12,51584,245,1024,5177,0.239257813,9,0.3832
17173,0.117,48994,1128,4738,22109,0.238075137,6,0.3623
17175,0.119,50219,394,1305,5836,0.301915709,2,0.4344
17177,0.141,48569,4929,17133,46339,0.287690422,4,0.3117
17179,0.091,60490,18393,57836,135567,0.318019918,2,0.3302
17181,0.179,40957,559,4789,17463,0.11672583,6,0.4238
17183,0.19,42036,6080,27995,79695,0.21718164,3,0.40845
17185,0.148,49385,627,3180,11541,0.197169811,7,0.3571
17187,0.135,44180,2028,6267,17809,0.323599809,6,0.41465
17189,0.102,54683,1634,5629,14394,0.290282466,6,0.3523
17191,0.149,46839,900,4141,16532,0.217338807,7,0.4545
17193,0.141,46927,1253,4477,14343,0.279874916,6,0.4153
17195,0.122,49895,4308,21232,57046,0.202901281,4,0.3522
17197,0.081,75176,31759,215179,685109,0.147593399,1,0.2398
17199,0.158,46322,4138,26072,67350,0.15871433,3,0.4533
17201,0.169,47708,27767,126130,288639,0.220145881,2,0.4082
17203,0.063,70127,3829,11082,39204,0.34551525,2,0.26025
18001,0.154,50172,5329,13069,34764,0.407758819,6,0.37625
18003,0.152,48651,35669,177116,365361,0.201387791,2,0.3901
18005,0.118,54101,20068,48645,80182,0.412539829,3,0.3255
18007,0.128,46196,624,2292,8689,0.272251309,3,0.4142
18009,0.15,39563,1021,3199,12379,0.319162238,6,0.40405
18011,0.072,68352,3935,25944,61820,0.151672834,1,0.2626
18013,0.129,52582,348,2976,14911,0.116935484,1,0.3743
18015,0.109,55318,2714,5298,19937,0.512268781,3,0.3797
18017,0.138,44430,4996,14505,38381,0.344432954,4,0.3814
18019,0.106,52050,10137,50055,114185,0.202517231,1,0.36125
18021,0.145,44385,2953,7542,26486,0.391540705,3,0.3302
18023,0.126,49945,4428,10815,32610,0.409431345,6,0.38155
18025,0.18,40657,607,2008,10628,0.302290837,8,0.3511
18027,0.138,47670,3591,11011,32697,0.326128417,7,0.3881
18029,0.117,59280,2745,14168,49451,0.193746471,1,0.31855
18031,0.131,50258,5676,13483,26452,0.420974561,6,0.3246
18033,0.101,51911,9020,20546,42461,0.439014893,4,0.3473
18035,0.222,39449,5791,44354,116612,0.130563196,3,0.408
18037,0.08,53211,12576,27539,42341,0.456661462,5,0.3252
18039,0.139,50192,60940,120143,201609,0.507228886,3,0.3522
18041,0.164,40122,1379,6330,23479,0.217851501,6,0.40875
18043,0.116,53186,7344,28111,76257,0.261250044,1,0.2995
18045,0.146,45168,2150,4980,16704,0.431726908,6,0.3399
18047,0.111,54086,857,4178,22913,0.205122068,6,0.4263
18049,0.13,44762,2094,6255,20502,0.334772182,7,0.40125
18051,0.118,46466,8902,19422,33833,0.458346205,6,0.3831
18053,0.2,40234,5564,27621,68505,0.201440933,4,0.33775
18055,0.155,41077,1236,6577,32720,0.187927627,6,0.3306
18057,0.049,89861,13505,125527,303065,0.107586416,1,0.1708
18059,0.069,68334,4943,21284,71933,0.23224018,1,0.2895
18061,0.1,56787,2075,10012,39255,0.207251298,1,0.3095
18063,0.064,70358,5966,57719,156059,0.103362844,1,0.2458
18065,0.155,41955,2711,12858,49057,0.210841499,4,0.36495
18067,0.168,47433,12555,38483,82739,0.326247954,3,0.38755
18069,0.107,49832,4484,14095,36658,0.318126995,6,0.3511
18071,0.149,48368,7504,20079,43717,0.373723791,4,0.3952
18073,0.103,55190,2927,11878,33481,0.246421957,1,0.3611
18075,0.199,38663,3545,7545,21143,0.469847581,6,0.3739
18077,0.162,45964,3207,12272,32531,0.261326597,6,0.3657
18079,0.175,43783,2651,7227,27985,0.366818874,6,0.3371
18081,0.102,58833,7576,47820,147346,0.158427436,1,0.2771
18083,0.174,44077,3864,17593,38021,0.219632809,5,0.4093
18085,0.12,54068,16071,36874,78619,0.435835548,4,0.36285
18087,0.109,52003,6749,12803,38450,0.527142076,6,0.40635
18089,0.176,50774,35861,186082,490572,0.192716114,1,0.4302
18091,0.179,46243,9641,40651,111665,0.237165137,3,0.3673
18093,0.125,45232,2710,12712,45611,0.213184393,6,0.4194
18095,0.167,44730,5590,37925,129886,0.147396177,1,0.3475
18097,0.213,42700,79599,577413,934212,0.137854534,1,0.53025
18099,0.109,52508,7472,19214,46938,0.388883106,6,0.3445
18101,0.135,48381,462,6924,10196,0.066724437,7,0.29995
18103,0.171,41065,2353,9268,36031,0.253884333,6,0.392
18105,0.24,43841,9081,61494,143462,0.147672944,3,0.4314
18107,0.123,46945,5496,15030,38043,0.365668663,6,0.37215
18109,0.115,54849,3411,14700,69596,0.232040816,1,0.372
18111,0.115,51285,1135,3465,14086,0.327561328,1,0.3786
18113,0.111,50997,9548,18290,47610,0.522033898,6,0.3522
18115,0.111,51403,55,1524,6014,0.036089239,1,0.4055
18117,0.18,39572,1984,7309,19645,0.271446162,6,0.3957
18119,0.154,46001,1874,4500,21004,0.416444444,3,0.35615
18121,0.175,42056,602,3083,17207,0.195264353,6,0.4241
18123,0.155,44623,2444,6447,19359,0.37909105,6,0.3429
18125,0.113,47217,919,3255,12561,0.282334869,8,0.3656
18127,0.1,63030,13374,58434,167336,0.228873601,1,0.2877
18129,0.107,59975,3235,8168,25538,0.396057786,2,0.3134
18131,0.142,43770,1843,4541,12965,0.405857741,6,0.3349
18133,0.135,49467,2921,12335,37745,0.236805837,1,0.3389
18135,0.161,41577,2653,7369,25336,0.360021713,6,0.3782
18137,0.107,52491,2612,11824,28549,0.220906631,6,0.37555
18139,0.144,47418,1412,4767,16859,0.296203063,6,0.2837
18141,0.172,46388,18957,117280,267620,0.161638813,2,0.4046
18143,0.176,41649,1979,7341,23661,0.269581801,1,0.38735
18145,0.118,54831,5895,17571,44487,0.335495988,1,0.3209
18147,0.093,54468,1500,6884,20818,0.217896572,8,0.392
18149,0.155,43740,1030,4321,23011,0.238370748,6,0.4405
18151,0.128,50078,5671,15490,34427,0.366107166,7,0.3789
18153,0.169,43933,1781,6160,21013,0.289123377,3,0.34965
18155,0.174,47606,160,2076,10470,0.077071291,8,0.3866
18157,0.221,46276,17289,80435,183515,0.214943743,3,0.41275
18159,0.095,55008,1673,4256,15452,0.393092105,6,0.2823
18161,0.138,47410,275,1323,7224,0.207860922,1,0.3627
18163,0.177,42622,19734,105177,182073,0.187626572,2,0.4194
18165,0.139,44388,1440,4312,15684,0.333951763,3,0.3816
18167,0.202,41260,8992,48832,108100,0.184141547,3,0.431
18169,0.152,45151,3994,12536,32255,0.318602425,6,0.3496
18171,0.099,55925,713,1867,8330,0.38189609,8,0.3115
18173,0.082,65793,4176,15609,61229,0.267537959,2,0.2593
18175,0.162,43573,1898,5821,27869,0.326060814,1,0.3507
18177,0.178,40929,6368,29882,67406,0.213104879,5,0.3464
18179,0.107,51182,3047,10910,27839,0.27928506,2,0.3592
18181,0.112,50731,3452,9289,24383,0.371622349,6,0.37895
18183,0.094,59266,5208,11764,33413,0.442706562,2,0.29775
19001,0.103,48216,709,2765,7416,0.25641953,8,0.4101
19003,0.122,51929,259,1254,3865,0.206539075,9,0.32575
19005,0.124,45229,1505,5203,14064,0.289256198,6,0.3732
19007,0.175,40422,977,4519,12649,0.216198274,7,0.5381
19009,0.111,50014,586,1865,5785,0.314209115,8,0.4331
19011,0.088,61931,1187,5661,25658,0.209680269,2,0.3636
19013,0.145,51331,18200,75312,133161,0.241661355,3,0.441
19015,0.104,54186,1459,9576,26367,0.152360067,6,0.373
19017,0.076,62438,2260,10053,24673,0.224808515,3,0.3283
19019,0.107,55781,2000,6593,21120,0.30335204,6,0.4115
19021,0.124,50719,4247,10918,20507,0.388990658,7,0.4179
19023,0.099,52273,1239,3758,14972,0.329696647,8,0.36585
19025,0.137,49456,273,2925,9861,0.093333333,9,0.3771
19027,0.099,52367,1964,11641,20562,0.168714028,7,0.3383
19029,0.131,46159,1281,6117,13359,0.209416381,6,0.3618
19031,0.079,61423,1080,5438,18388,0.198602427,6,0.32135
19033,0.12,49569,3600,23770,43227,0.151451409,5,0.354
19035,0.096,52894,1188,5104,11832,0.232758621,6,0.3743
19037,0.098,50788,1802,4812,12200,0.374480466,6,0.4188
19039,0.144,45413,1324,4269,9210,0.310142891,6,0.32
19041,0.115,51514,1543,8900,16509,0.173370787,7,0.39155
19043,0.108,49018,1917,6641,17713,0.288661346,8,0.35
19045,0.129,48528,5792,22149,47923,0.261501648,4,0.35065
19047,0.116,50370,2768,7395,17146,0.374306964,7,0.4063
19049,0.062,79173,3781,38118,77798,0.099191983,2,0.2902
19051,0.154,46750,340,1904,8745,0.178571429,9,0.32915
19053,0.213,36742,218,2340,8231,0.093162393,9,0.4739
19055,0.089,55958,2178,6496,17413,0.335283251,6,0.36165
19057,0.157,45292,5984,22639,40143,0.264322629,5,0.4138
19059,0.074,56551,2736,9124,16937,0.299868479,7,0.3287
19061,0.115,55320,11762,57206,96582,0.205607803,3,0.3909
19063,0.113,47342,1128,4161,9841,0.271088681,7,0.4
19065,0.144,45522,1181,7177,20345,0.164553435,6,0.4144
19067,0.127,48292,1593,5575,16026,0.28573991,7,0.3876
19069,0.121,51045,1393,4108,10442,0.33909445,7,0.3532
19071,0.117,54154,673,2751,7034,0.244638313,8,0.3464
19073,0.132,49125,864,3209,9129,0.269242755,6,0.455
19075,0.067,61215,1209,4001,12376,0.302174456,3,0.29925
19077,0.124,49507,629,3175,10710,0.198110236,2,0.42825
19079,0.094,53691,1460,5830,15189,0.250428816,6,0.36
19081,0.084,57682,3847,6808,10986,0.565070505,7,0.3709
19083,0.117,53277,1616,7280,17354,0.221978022,6,0.35545
19085,0.11,52824,574,4252,14342,0.134995296,2,0.39325
19087,0.133,50347,2627,9164,19895,0.286665212,6,0.4171
19089,0.121,49837,1674,4140,9400,0.404347826,6,0.3588
19091,0.101,49696,1412,3989,9617,0.353973427,7,0.3471
19093,0.109,53905,1495,3499,6994,0.427264933,8,0.3555
19095,0.075,58234,4962,9536,16378,0.52034396,6,0.3281
19097,0.113,50299,1287,6163,19476,0.20882687,6,0.3748
19099,0.112,52750,2907,11311,36830,0.257006454,6,0.3484
19101,0.169,41094,1249,7316,17671,0.170721706,7,0.3613
19103,0.159,59946,8211,80253,142280,0.102313932,3,0.4266
19105,0.116,51558,1575,6483,20480,0.242943082,2,0.38545
19107,0.135,48316,476,2404,10220,0.198003328,8,0.396
19109,0.096,52967,2023,6881,15204,0.293997965,7,0.3588
19111,0.177,44719,5910,16555,35206,0.356991845,5,0.4294
19113,0.093,62700,25677,127927,217596,0.200716033,2,0.4011
19115,0.111,50924,1514,3624,11222,0.417770419,8,0.4439
19117,0.16,42582,229,3231,8685,0.07087589,6,0.436
19119,0.079,61750,1310,4677,11690,0.280094077,8,0.36
19121,0.088,62230,742,3631,15602,0.204351418,2,0.3429
19123,0.129,48584,2010,7972,22326,0.252132464,7,0.3391
19125,0.111,57046,7077,16652,33261,0.424993995,6,0.38235
19127,0.13,50244,5730,18243,40792,0.314093077,4,0.43
19129,0.097,59399,401,4035,14708,0.099380421,2,0.4211
19131,0.115,52616,1341,3607,10769,0.3717771,7,0.38865
19133,0.143,43178,320,2858,8965,0.11196641,6,0.37545
19135,0.117,44705,1558,3596,7960,0.433259177,7,0.4233
19137,0.193,42046,1041,4244,10443,0.245287465,6,0.3864
19139,0.114,54441,8390,22844,42961,0.367273682,4,0.37925
19141,0.103,55968,1096,6501,14062,0.168589448,7,0.40095
19143,0.091,51423,973,2271,6193,0.428445619,7,0.3638
19145,0.146,46927,1533,6312,15544,0.242870722,6,0.3779
19147,0.115,50600,748,3742,9126,0.199893105,7,0.3492
19149,0.076,62745,3190,10862,24913,0.293684404,3,0.35185
19151,0.129,49625,982,3005,7123,0.326788686,9,0.3907
19153,0.131,61028,32077,285777,459780,0.112244862,2,0.4122
19155,0.123,51947,7733,38817,93174,0.199216838,2,0.4346
19157,0.121,52791,2821,9619,18667,0.293273729,7,0.361
19159,0.166,42854,214,1395,5031,0.153405018,9,0.4306
19161,0.108,49513,736,3203,10060,0.229784577,9,0.39015
19163,0.122,54959,16956,89869,171546,0.188674626,2,0.38175
19165,0.096,55637,935,6093,11962,0.153454784,6,0.4065
19167,0.075,60205,7870,20027,34622,0.392969491,7,0.3354
19169,0.195,52128,7501,44754,95366,0.16760513,3,0.3801
19171,0.129,54957,760,4965,17405,0.153071501,6,0.3566
19173,0.131,46501,698,2005,6155,0.348129676,9,0.4074
19175,0.128,44905,1899,6451,12621,0.294372965,6,0.4384
19177,0.144,42555,741,2101,7410,0.352689196,9,0.4553
19179,0.167,42414,4263,16080,35244,0.26511194,5,0.4643
19181,0.063,67342,1459,10334,48010,0.14118444,2,0.332
19183,0.102,56243,2080,8368,22097,0.248565966,3,0.3781
