MECS_NAICS_dummies,Northeast_Net_electricity_Under 50,Northeast_Net_electricity_50-99,Northeast_Net_electricity_100-249,Northeast_Net_electricity_250-499,Northeast_Net_electricity_500-999,Northeast_Net_electricity_1000 and Over,Northeast_Residual_fuel_oil_Under 50,Northeast_Residual_fuel_oil_50-99,Northeast_Residual_fuel_oil_100-249,Northeast_Residual_fuel_oil_250-499,Northeast_Residual_fuel_oil_500-999,Northeast_Residual_fuel_oil_1000 and Over,Northeast_Diesel_Under 50,Northeast_Diesel_50-99,Northeast_Diesel_100-249,Northeast_Diesel_250-499,Northeast_Diesel_500-999,Northeast_Diesel_1000 and Over,Northeast_Natural_gas_Under 50,Northeast_Natural_gas_50-99,Northeast_Natural_gas_100-249,Northeast_Natural_gas_250-499,Northeast_Natural_gas_500-999,Northeast_Natural_gas_1000 and Over,Northeast_LPG_NGL_Under 50,Northeast_LPG_NGL_50-99,Northeast_LPG_NGL_100-249,Northeast_LPG_NGL_250-499,Northeast_LPG_NGL_500-999,Northeast_LPG_NGL_1000 and Over,Northeast_Coal_Under 50,Northeast_Coal_50-99,Northeast_Coal_100-249,Northeast_Coal_250-499,Northeast_Coal_500-999,Northeast_Coal_1000 and Over,Northeast_Coke_and_breeze_Under 50,Northeast_Coke_and_breeze_50-99,Northeast_Coke_and_breeze_100-249,Northeast_Coke_and_breeze_250-499,Northeast_Coke_and_breeze_500-999,Northeast_Coke_and_breeze_1000 and Over,Northeast_Other_Under 50,Northeast_Other_50-99,Northeast_Other_100-249,Northeast_Other_250-499,Northeast_Other_500-999,Northeast_Other_1000 and Over,Midwest_Net_electricity_Under 50,Midwest_Net_electricity_50-99,Midwest_Net_electricity_100-249,Midwest_Net_electricity_250-499,Midwest_Net_electricity_500-999,Midwest_Net_electricity_1000 and Over,Midwest_Residual_fuel_oil_Under 50,Midwest_Residual_fuel_oil_50-99,Midwest_Residual_fuel_oil_100-249,Midwest_Residual_fuel_oil_250-499,Midwest_Residual_fuel_oil_500-999,Midwest_Residual_fuel_oil_1000 and Over,Midwest_Diesel_Under 50,Midwest_Diesel_50-99,Midwest_Diesel_100-249,Midwest_Diesel_250-499,Midwest_Diesel_500-999,Midwest_Diesel_1000 and Over,Midwest_Natural_gas_Under 50,Midwest_Natural_gas_50-99,Midwest_Natural_gas_100-249,Midwest_Natural_gas_250-499,Midwest_Natural_gas_500-999,Midwest_Natural_gas_1000 and Over,Midwest_LPG_NGL_Under 50,Midwest_LPG_NGL_50-99,Midwest_LPG_NGL_100-249,Midwest_LPG_NGL_250-499,Midwest_LPG_NGL_500-999,Midwest_LPG_NGL_1000 and Over,Midwest_Coal_Under 50,Midwest_Coal_50-99,Midwest_Coal_100-249,Midwest_Coal_250-499,Midwest_Coal_500-999,Midwest_Coal_1000 and Over,Midwest_Coke_and_breeze_Under 50,Midwest_Coke_and_breeze_50-99,Midwest_Coke_and_breeze_100-249,Midwest_Coke_and_breeze_250-499,Midwest_Coke_and_breeze_500-999,Midwest_Coke_and_breeze_1000 and Over,Midwest_Other_Under 50,Midwest_Other_50-99,Midwest_Other_100-249,Midwest_Other_250-499,Midwest_Other_500-999,Midwest_Other_1000 and Over,South_Net_electricity_Under 50,South_Net_electricity_50-99,South_Net_electricity_100-249,South_Net_electricity_250-499,South_Net_electricity_500-999,South_Net_electricity_1000 and Over,South_Residual_fuel_oil_Under 50,South_Residual_fuel_oil_50-99,South_Residual_fuel_oil_100-249,South_Residual_fuel_oil_250-499,South_Residual_fuel_oil_500-999,South_Residual_fuel_oil_1000 and Over,South_Diesel_Under 50,South_Diesel_50-99,South_Diesel_100-249,South_Diesel_250-499,South_Diesel_500-999,South_Diesel_1000 and Over,South_Natural_gas_Under 50,South_Natural_gas_50-99,South_Natural_gas_100-249,South_Natural_gas_250-499,South_Natural_gas_500-999,South_Natural_gas_1000 and Over,South_LPG_NGL_Under 50,South_LPG_NGL_50-99,South_LPG_NGL_100-249,South_LPG_NGL_250-499,South_LPG_NGL_500-999,South_LPG_NGL_1000 and Over,South_Coal_Under 50,South_Coal_50-99,South_Coal_100-249,South_Coal_250-499,South_Coal_500-999,South_Coal_1000 and Over,South_Coke_and_breeze_Under 50,South_Coke_and_breeze_50-99,South_Coke_and_breeze_100-249,South_Coke_and_breeze_250-499,South_Coke_and_breeze_500-999,South_Coke_and_breeze_1000 and Over,South_Other_Under 50,South_Other_50-99,South_Other_100-249,South_Other_250-499,South_Other_500-999,South_Other_1000 and Over,West_Net_electricity_Under 50,West_Net_electricity_50-99,West_Net_electricity_100-249,West_Net_electricity_250-499,West_Net_electricity_500-999,West_Net_electricity_1000 and Over,West_Residual_fuel_oil_Under 50,West_Residual_fuel_oil_50-99,West_Residual_fuel_oil_100-249,West_Residual_fuel_oil_250-499,West_Residual_fuel_oil_500-999,West_Residual_fuel_oil_1000 and Over,West_Diesel_Under 50,West_Diesel_50-99,West_Diesel_100-249,West_Diesel_250-499,West_Diesel_500-999,West_Diesel_1000 and Over,West_Natural_gas_Under 50,West_Natural_gas_50-99,West_Natural_gas_100-249,West_Natural_gas_250-499,West_Natural_gas_500-999,West_Natural_gas_1000 and Over,West_LPG_NGL_Under 50,West_LPG_NGL_50-99,West_LPG_NGL_100-249,West_LPG_NGL_250-499,West_LPG_NGL_500-999,West_LPG_NGL_1000 and Over,West_Coal_Under 50,West_Coal_50-99,West_Coal_100-249,West_Coal_250-499,West_Coal_500-999,West_Coal_1000 and Over,West_Coke_and_breeze_Under 50,West_Coke_and_breeze_50-99,West_Coke_and_breeze_100-249,West_Coke_and_breeze_250-499,West_Coke_and_breeze_500-999,West_Coke_and_breeze_1000 and Over,West_Other_Under 50,West_Other_50-99,West_Other_100-249,West_Other_250-499,West_Other_500-999,West_Other_1000 and Over
314,0.907842277,0.793990742,1.726019444,1.298700855,0,0,0,0,0,0,0,0,0.072086821,0.015759274,0.023278023,0.006461019,0,0,0,0,0,0,0,0,0.083755691,0.009807866,0.00938312,0.009812802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064111351,0.055205754,0.06411456,0.06639412,0,0,0.047974414,0.057383321,0.054931641,0.068786304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526526656,0.495436637,1.172263987,1.186916506,1.356162195,1.267930496,0.026711542,0.013355771,0.022008495,0.044270315,0.073078047,0.080472103,0.047731937,0.016366344,0.051619256,0.042130098,0.045291223,0.039336008,0.386149215,0.335069987,1.219442826,1.384427894,2.143247178,2.527816055,0.038340618,0.030202964,0.040157417,0.040837996,0.038930703,0.031661601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023771305,0.020240422,0.036625576,0.04842513,0,0,0,0,0,0,0,0,0.032459914,0.015632529,0.018683156,0.028160942,0,0,0.01875045,0.019198786,0.034777607,0.057508598,0,0,0.027771844,0.008468688,0.042695744,0.056436675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000675273,0.006671011,0.028694315,0.093188272,0,0
315,0.018615653,0.016281083,0.035392688,0.026630357,0.03243852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033450707,0.027188744,0.05416556,0.065234932,0.071010139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050381132,0.043382776,0.050383654,0.052175019,0.053503202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333725233,0.314019632,0.743009052,0.752296171,0.859568151,0,0,0,0,0,0,0,0.057278325,0.019639613,0.061943108,0.050556117,0.054349467,0,0.141163036,0.122490205,0.445786874,0.50609981,0.783498364,0,0.046008742,0.036243557,0.0481889,0.049005595,0.046716844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012712564,0.010824297,0.01958685,0.025897088,0.029654612,0.030387023,0,0,0,0,0,0,0,0,0,0,0,0,0.009918182,0.010155332,0.018395859,0.030419575,0.033301249,0.028045245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0.02484621,0.021730273,0.047238427,0.035543392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083755691,0.009807866,0.00938312,0.009812802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033450707,0.027188744,0.05416556,0.065234932,0.071010139,0,0,0,0,0,0,0,0.062222222,0.019123506,0.018604651,0.015,0.056074766,0,0.201524529,0.173531105,0.201534617,0.208700076,0.214012808,0,0.038379531,0.045906656,0.043945313,0.055029043,0.043620502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015856791,0.00956382,0.020688402,0.068872882,0.134662284,0,0.006801176,0.006399584,0.015142203,0.01533147,0,0.016377932,0,0,0,0,0,0,0.013746798,0.004713507,0.014866346,0.012133468,0,0.01132877,0.003956635,0.003433257,0.012494885,0.014185386,0,0.025900985,0.011042098,0.008698454,0.011565336,0.011761343,0,0.009118541,0,0,0,0,0,0,0,0,0,0,0,0,0.001253638,0.004882335,0.006559617,0.017009229,0,0.030239827,0.016504883,0.014053322,0.025429856,0.033622517,0,0.039451856,0,0,0,0,0,0,0,0,0,0,0,0,0.013325523,0.013644145,0.024715662,0.040870066,0,0.037680046,0.022217475,0.00677495,0.034156595,0.04514934,0,0.024062934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421685693,0.462256485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201297139,0.203962235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155555556,0,0.046511628,0,0,0,0,0,0,0,0,0,0.095948827,0,0.109863281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155860328,0.146657184,0.347008927,0.351346307,0,0,0,0,0,0,0,0,0.501185343,0.171846615,0.542002192,0.442366026,0,0,0.232152238,0.201443494,0.73312691,0.832315646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084328504,0.328420141,0.441245926,1.144160271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075254655,0.51783715,0.618891062,0,0,0,0,0,0,0,0,0,0.071209855,0.021714584,0.109476266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321113,0.19112469,0.167155946,0.363372515,0.273410706,0,0,0.032306928,0.010985606,0.038805005,0.02582713,0,0,0.554514008,0.121225183,0.179061717,0.049700142,0,0,0.024610223,0.026977996,0.047862944,0.032632151,0,0,0.083755691,0.009807866,0.00938312,0.009812802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301945709,0.305943352,0.551257111,0.721386688,0,0,0.292593591,0.237820154,0.473786578,0,0,0,0,0,0,0,0,0,1.037037037,0.3187251,0.310077519,0,0,0,0.349267254,0.300751144,0.349284738,0,0,0,0.063965885,0.076511094,0.073242188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.898392949,4.763814443,10.30505706,0,0,0,1.402742953,1.319914658,3.123080339,3.162116765,0,0,0,0,0,0,0,0,0.286391625,0.098198065,0.309715538,0.252780586,0,0,0.232152238,0.201443494,0.73312691,0.832315646,0,0,0.057510927,0.045304446,0.060236126,0.061256994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.481352748,21.3473092,28.68098517,74.37041763,0,0,0.731424777,0.622782221,1.126940815,1.490004002,0,0,0,0,0,0,0,0,2.184801871,1.052189422,1.257520108,1.895448047,0,0,0.4327027,0.443048911,0.802560169,1.327121495,0,0,0.053407392,0.016285938,0.082107199,0.108532068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202581794,2.001303364,8.608294492,27.95648148,0,0
321209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004958792,0.028143328,0.104915019,0,0,0,0,0,0,0,0,0,7.649291287,7.750564922,13.96518015,0,0,0,0.292593591,0.237820154,0.473786578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343408389,0.207122367,0.448045959,0,0,0,0.444966977,0.418692843,0.990678736,1.003061561,1.146090867,0,0,0,0,0,0,0,0.2291133,0.078558452,0.247772431,0.202224469,0.217397868,0,0.070581518,0.061245103,0.222893437,0.253049905,0.391749182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420691726,1.638397813,2.201254638,5.707901097,11.01238057,0,0.383708984,0.326714573,0.591198616,0.781663324,0.895078365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291695629,0.298670267,0.541025729,0.894645538,0.979396111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026020325,0.257054507,1.105679897,3.590829705,3.967137549,0
321219,0.263535565,0.23048585,0.501042441,0,0,0,0,0,0,0,0,0,0.184838003,0.040408394,0.059687239,0,0,0,0,0,0,0,0,0,0.214758182,0.025148375,0.024059282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.281367577,2.311571994,4.165053729,0,0,0,0.292593591,0.237820154,0.473786578,0,0,0,0,0,0,0,0,0,0.103703704,0.03187251,0.031007752,0,0,0,0.698534508,0.601502288,0.698569476,0,0,0,0.063965885,0.076511094,0.073242188,0,0,0,0.146456046,0.204903608,0.646514194,0,0,0,0,0,0,0,0,0,1.030225167,0.621367101,1.344137877,0,0,0,1.558603281,1.466571842,3.470089266,3.513463072,0,0,0.040067313,0.020033657,0.033012743,0.066405472,0,0,0.071597906,0.024549516,0.077428885,0.063195147,0,0,1.16076119,1.007217472,3.665634549,4.161578232,0,0,0.057510927,0.045304446,0.060236126,0.061256994,0,0,0.006826103,0.02678682,0.117078069,0.097910127,0,0,0,0,0,0,0,0,1.180599053,4.597881981,6.17744296,16.0182438,0,0,0.585333694,0.498390852,0.901851361,0,0,0,0,0,0,0,0,0,0.089604555,0.043153096,0.051574255,0,0,0,0.516574297,0.528925934,0.958121952,0,0,0,0.071209855,0.021714584,0.109476266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055872415,0.551962988,2.374182765,0,0,0
3219,0.286394656,0.250478207,0.544502892,0.409697801,0.499054157,0,0.025845542,0.008788485,0.031044004,0.020661704,0.041120651,0,0.443611206,0.096980146,0.143249373,0.039760114,0.145932142,0,0.122877713,0.134699898,0.238977483,0.162930833,0.356539567,0,0.067004553,0.007846293,0.007506496,0.007850242,0.009069767,0,0.001547143,0.008780718,0.032733486,0.044492223,0.082820864,0,0,0,0,0,0,0,0.161037711,0.163169788,0.294003793,0.384739567,1.219756049,0,0.526607881,0.428027035,0.852717739,1.026980671,1.117898617,1.068769673,0,0,0,0,0,0,0.207407407,0.06374502,0.062015504,0.05,0.186915888,0.414078675,0.422456343,0.363773663,0.422477491,0.437498458,0.448635552,0.903067901,0.031982942,0.038255547,0.036621094,0.045857536,0.036350418,0.038895371,0,0,0,0,0,0,0,0,0,0,0,0,0.16209713,0.097766806,0.211488613,0.704057767,1.376594441,1.442302104,0.935161969,0.879943105,2.08205356,2.108077843,0,0,0,0,0,0,0,0,0.286391625,0.098198065,0.309715538,0.252780586,0,0,0.232152238,0.201443494,0.73312691,0.832315646,0,0,0.230043708,0.181217784,0.240944502,0.245027974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421642519,1.642100707,2.206229629,5.720801356,0,0,0.365712388,0.31139111,0.563470408,0.745002001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144234233,0.14768297,0.267520056,0.442373832,0,0,0.053407392,0.016285938,0.082107199,0.108532068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02077762,0.205261883,0.882901999,2.867331434,0,0
322009,0.859183968,0.75143462,1.633508676,1.229093404,1.49716247,0,0.198811862,0.067603729,0.23880003,0.158936187,0.316312698,0,0,0,0,0,0,0,0.860143991,0.942899284,1.672842378,1.140515829,2.495776969,0,0,0,0,0,0,0,0.011901102,0.067543988,0.251796045,0.342247866,0.637083573,0,0,0,0,0,0,0,0.677968765,0.686944807,1.237755967,1.619753577,5.135172965,0,1.369180491,1.112870291,2.217066122,2.670149744,2.906536403,2.77880115,0,0,0,0,0,0,0,0,0,0,0,0,3.90772117,3.364906382,3.90791679,4.046860734,4.149878857,8.353378087,0,0,0,0,0,0,0.094702842,0.132496776,0.418055336,1.607914648,0.188740414,1.549585377,0,0,0,0,0,0,0,0,0,0,0,0,2.002351395,1.884117793,4.458054314,4.513777025,5.157408904,0,0,0,0,0,0,0,0.171834975,0.058918839,0.185829323,0.151668352,0.163048401,0,1.482211878,1.286147154,4.680762173,5.314048005,8.226732821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046256057,0.18014574,0.242033189,0.627597316,1.210837464,0,0.548568583,0.467086665,0.845205611,1.117503002,0,0,0.027124774,0,0.143769968,0.204778157,0,0,0,0,0,0,0,0,0.829346842,0.849177079,1.538240325,2.543649532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005194405,0.051315471,0.2207255,0.716832858,0,0
322110,0.229713074,0,0.436738013,0.32861277,0,0,0.662706208,0,0.7960001,0.52978729,0,0,0,0,0,0,0,0,0.237900558,0,0.462678504,0.315446431,0,0,0.214758182,0,0.024059282,0.025161031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.952358041,0,5.390069532,7.053558728,0,0,0.553949783,0.45025054,0,0,0,0,0,0,0,0,0,0,0.155555556,0.047808765,0,0,0,0,0.53694459,0.462358546,0,0,0,0,0.095948827,0.114766641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155722281,0.093921897,0,0,0,0,0,0,1.263180465,1.27896938,1.46134114,0,0,0,0.704271849,1.416650065,2.338497515,0,0,0,0.412954051,0.337040782,0.36232978,0,0,0,4.621628653,5.246913989,8.122801955,0,0,0,0.080314834,0.081675991,0.077861407,0,0,0,0.048344101,0.040429238,0.159827781,0,0,0,0,0,0,0,0,0,21.6185209,56.05729435,108.1525851,0,0.992787954,0,0,0,0,0,0.433996383,0,0,0,0,0,0.186491102,0,0,0,0,0,0.250452773,0,0,0,0,0,0.213629566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.951327509,0,0,0,0,0
322121,0.223184883,0.195195504,0.424326403,0.31927396,0.388908596,0.439238366,1.159735864,0.394355089,1.393000174,0.927127758,1.845157403,0.546875,0.369676005,0.080816788,0.119374478,0.033133428,0.121610118,0.14858841,4.707077035,5.15994951,9.15451136,6.241392045,13.65796259,12.8964076,0.107379091,0.012574188,0.012029641,0.012580515,0.014534884,0,0.178516528,1.01315982,3.776940678,5.133717997,9.556253595,4.348993289,0,0,0,0,0,0,5.837617035,5.914904809,10.65763748,13.9468093,44.21615677,27.1393123,2.422396253,1.968924361,3.9225016,4.724111086,5.142333636,4.916340496,0,0.115630357,0.322580645,0.161290323,0,0.285714286,0.051851852,0.015936255,0.015503876,0.0125,0.046728972,0.103519669,5.491932455,4.729057619,5.492207381,5.68747995,5.832262177,11.73988272,0.031982942,0.038255547,0.036621094,0.045857536,0.036350418,0.038895371,1.041731263,1.45746454,4.598608693,17.68706113,2.076144553,17.04543915,0,0,0,0,0,0,3.363515444,2.028661217,4.388388725,14.60919867,28.56433464,29.92776865,2.544878837,2.394610411,5.665942603,5.736763114,6.554783942,6.128330732,0.641077009,0.320538505,0.528203887,1.062487549,1.753873137,1.931330472,0.19092775,0.065465377,0.206477025,0.168520391,0.18116489,0.157344033,2.703044508,2.345489908,8.53609978,9.690995255,15.00273025,17.69471238,0.038340618,0.030202964,0.040157417,0.040837996,0.038930703,0.031661601,0.250087126,0.98138561,4.289375618,3.587121963,14.1808695,27.42578848,0,0,0,0,0,0,3.362060725,13.09365646,17.59186431,45.61608634,88.00813019,81.09847982,1.023223958,0.87123886,1.576529642,2.084435531,2.38687564,0,0.021699819,0,0.115015974,0.163822526,0,0,0.058346259,0.02809926,0.033582722,0.050618916,0.010530695,0,2.528028789,2.588475647,4.688889654,7.753594665,8.48809963,0,0.042725913,0.01302875,0.065685759,0.086825654,0.020618557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115645887,1.142464476,4.914132877,15.95924313,17.63172244,0
322122,0,0,1.703462861,1.281728709,0,0,0,0,0.597000075,0.397340468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036088923,0.037741546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315666972,1.721709562,0,0,1.098820641,0,1.779281865,2.142899109,0,0,0,0,0,0,0,0,0.103703704,0,0.031007752,0.025,0,0,0.082297122,0,0.082301242,0.08522742,0,0,0.063965885,0,0.073242188,0.091715072,0,0,0.089124063,0,0.393428427,1.513195207,0,0,0,0,0,0,0,0,0.450612149,0,0.587915028,1.957202968,0,0,2.008813674,0,4.472441993,4.528344541,0,0,0,0,0,0,0,0,0.095463875,0,0.103238513,0.084260195,0,0,0.129083933,0,0.40764158,0.462793631,0,0,0.076681236,0,0.080314834,0.081675991,0,0,0.214212288,0,3.674067433,3.072551614,0,0,0,0,0,0,0,0,0.791729248,0,4.142695399,10.74209917,0,0,4.337333063,0,6.682734593,8.835691419,0,0,0.036166365,0,0.191693291,0.273037543,0,0,0.074748262,0,0.043023326,0.064848648,0,0,0.338346089,0,0.627551191,1.037724904,0,0,0.071209855,0,0.109476266,0.144709423,0,0,0.806670545,0,6.390168971,9.505754909,0,0,0,0,0,0,0,0,0.03286288,0,1.396440143,4.535108904,0,0
322130,0.955623449,0.835779729,1.816862573,1.367053532,0,0,0.248514828,0.084504662,0.298500037,0.198670234,0,0,0,0,0,0,0,0,2.271712873,2.490276585,4.4181179,3.012198558,0,0,0.161068637,0.018861282,0.018044462,0.018870773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704539987,0.713867822,1.286266593,1.683235606,0,0,1.679187905,1.364844405,2.719050293,3.274720305,0,0,0,0,0,0,0,0,0.077777778,0.023904382,0.023255814,0.01875,0,0,5.128908044,4.4164603,5.129164797,5.311529576,0,0,0.047974414,0.057383321,0.054931641,0.068786304,0,0,0.293591049,0.410757129,1.296025565,4.984743196,0,0,0,0,0,0,0,0,1.101684525,0.664466897,1.437371116,4.785091183,0,0,3.670977558,3.454215954,8.173099576,8.27525788,9.455249657,0,1.282154019,0.641077009,1.056407773,2.124975098,3.507746273,0,0.2291133,0.078558452,0.247772431,0.202224469,0.217397868,0,6.140592066,5.328323923,19.391729,22.01534174,34.08217883,0,0.046008742,0.036243557,0.0481889,0.049005595,0.046716844,0,0.608669315,2.388524818,10.43960703,8.730441678,34.51381231,0,0,0.00243952,0.00487904,0.002479851,0.002597403,0,9.41548149,36.66890343,49.26617523,127.7482627,246.4675651,0,1.534835937,1.30685829,2.364794463,3.126653296,3.58031346,0,0.021699819,0,0.115015974,0.163822526,0,0,0.233385036,0.112397041,0.134330888,0.202475664,0.042122778,0,2.236333159,2.28980538,4.147863925,6.858949127,7.508703519,0,0.042725913,0.01302875,0.065685759,0.086825654,0.020618557,0,0.111692845,0.522306855,0.884792627,1.316181449,0.708091194,0,0,0,0,0,0,0,0.161904242,1.599450266,6.879786028,22.34294039,24.68441141,0
323,0.892739533,0.780782017,1.697305613,1.27709584,1.555634385,1.756953463,0.20709569,0.070420552,0.248750031,0.165558528,0.329492393,0.09765625,0.092419001,0.020204197,0.029843619,0.008283357,0.030402529,0.037147103,0.553773769,0.607052884,1.077001336,0.734281417,1.606819128,1.517224424,0.107379091,0.012574188,0.012029641,0.012580515,0.014534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016774762,0.016996853,0.030625395,0.040077038,0.127057922,0.07798653,1.579823643,1.284081105,2.558153217,3.080942013,3.35369585,3.206309019,0,0,0,0,0,0,0.051851852,0.015936255,0.015503876,0.0125,0.046728972,0.103519669,1.830644152,1.57635254,1.830735794,1.89582665,1.944087392,3.913294239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010131071,0.006110425,0.013218038,0.04400361,0.086037153,0.090143881,1.404071082,1.321164365,3.126037298,3.165110684,3.61643252,3.38114799,0,0,0,0,0,0,0.047731937,0.016366344,0.051619256,0.042130098,0.045291223,0.039336008,0.627492475,0.544488729,1.981594592,2.249695327,3.482776664,4.107701089,0.038340618,0.030202964,0.040157417,0.040837996,0.038930703,0.031661601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023223958,0.87123886,1.576529642,2.084435531,2.38687564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194463753,0.199113511,0.36068382,0.596430359,0.652930741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324009,0,0,0,0,0,0,0,0,0,0,0,0,0.554514008,0.121225183,0.179061717,0,0,0,0.251426057,0.275616003,0.488983434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10064857,0.101981117,0.18375237,0,0,0,0.186576434,0.151649378,0.302116699,0.363857812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538672413,1.32493809,1.538749439,1.593458873,0,0,0,0,0,0,0,0,0.041941578,0.05867959,0.185146509,0.712106171,0,0,0,0,0,0,0,0,0.275421131,0.166116724,0.359342779,1.196272796,0,0,0.428615902,0.403307257,0.954274548,0.966202345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812532833,0.70505223,2.565944185,2.913104762,0,0,0,0,0,0,0,0,0.02730441,0.10714728,0.468312277,0.39164051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45200251,0.462810192,0.838356708,0,0,0,0.142419711,0.043429167,0.218952531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
